序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
15,苗栗縣私立丹尼爾美語技藝短期補習班,2021-03-24,苗栗縣銅鑼鄉銅鑼村銅鑼街46號,"1. 補習班服務契約書未依教育部109年4月1日臺教社(一)字第1090044569A號函定訂之定型化契約應記載與不得記載規定編製 2. 未加裝住宅用火災警報器。",限期改善件次,2021-03-30,府教社字第1100059721號
16,苗栗縣私立育英文理短期補習班,2021-03-24,苗栗縣銅鑼鄉永樂路35號1-2F,未加裝住宅用火災警報器。,限期改善件次,2021-03-30,府教社字第1100059724號
17,苗栗縣私立新北聯文理短期補習班,2021-03-17,苗栗縣苗栗市建功里新都街69號1-3F,"1. 班務行政違規。",限期改善件次,2021-03-22,府教社字第1100054451號
18,苗栗縣私立章宏文理短期補習班,2021-03-17,苗栗縣三灣鄉三灣村6鄰中正路223-2號2F,"1. 未經核准擅自變更班級數、授課科目。2. 未裝住警器。",限期改善件次,2021-03-24,府教社字第1100055874號
19,苗栗縣私立品誠文理短期補習班,2021-03-17,苗栗縣三灣鄉三灣村中正路303之2號1-2F,"1. 招牌不符規定。2. 補習班服務契約書未依教育部109年4月1日臺教社(一)字第1090044569A號函定訂之定型化契約應記載與不得記載規定編製。3. 1樓滅火器缺標示牌、未裝住警器",限期改善件次,2021-03-24,府教社字第1100055878號
20,苗栗縣私立家偉文理短期補習班,2021-03-10,苗栗縣頭份市建國路52號、62號,"1. 招牌不符規定。 2. 未與學生訂立書面契約。",限期改善件次,2021-03-15,府教社字第1100048711號
21,苗栗縣私立達人文理短期補習班,2021-03-10,苗栗縣頭份市蟠桃里9鄰德義路31號1-2F,"1. 補習班服務契約書未依教育部109年4月1日臺教社(一)字第1090044569A號函定訂之定型化契約應記載與不得記載規定編制。 2. 未申報公共安全簽證。",限期改善件次,2021-03-12,府教社字第1100048466號
22,苗栗縣私立米妮技藝文理短期補習班,2021-03-03,苗栗縣苗栗市福麗里10鄰民族路229號2-4F,"1. 補習班服務契約書未依教育部109年4月1日臺教社(一)字第1090044569A號函定訂之應記載與不得記載規定編製 2. 2樓避難方向指標與平面圖不符",限期改善件次,2021-03-05,府教社字第1100042880號
23,苗栗縣私立博文文理短期補習班,2021-02-24,苗栗縣竹南鎮正南里23鄰大營路140號1-4F,尚未申報公共安全簽證。,限期改善件次,2021-02-25,府教社字第1100037516號
24,苗栗縣私立演奏家音樂技藝短期補習班,2021-02-24,苗栗縣竹南鎮佳興里9鄰新民街19號,"1. 招牌不符規定 2. 收據未載明退費方式。3.消防局建議裝設住警器。",限期改善件次,2021-02-26,府教社字第1100038096號
25,苗栗縣私立茱莉亞文理短期補習班,2021-02-24,苗栗縣竹南鎮營盤里大營路256-1、256-2號1F,"1. 未經核准即擅自辦理增設辦理類科、擴充班舍、班級數。2.招牌不符規定。3. 未與學生訂立書面契約。4. 盡速辦理房屋使用用途變更，辦理變更後申報公共安全簽證。",限期改善件次,2021-02-25,府教社字第1100037548號
26,苗栗縣私立北大文理短期補習班,2021-02-03,苗栗縣苗栗市建功里33鄰忠孝路214號1-2F、212號2F,未依規定投保公共意外責任險、未與學生訂立書面契約、收據未載明退費方式、消防局建議裝設住宅用火災警報器,限期改善件次,2021-02-17,府教社字第1100030315號
27,苗栗縣私立聖佑美語技藝短期補習班,2021-02-03,苗栗縣苗栗市正發路56號,消防局建議裝設住警器。,限期改善件次,2021-02-26,府教社字第1100038091號
28,苗栗縣私立新北聯文理短期補習班,2021-01-22,苗栗縣苗栗市建功里新都街69號1-3F,使用未核備交通車接送學生,限期改善件次,2021-02-18,府教社字第1100031250號
29,苗栗縣私立淯成文理短期補習班,2021-01-22,苗栗縣苗栗市北苗里19鄰蕉嶺街10號1-2F,未經核准擅自增設辦理類科、班級數；招牌不符規定,限期改善件次,2021-02-17,府教社字第1100030312號
30,苗栗縣私立學園文理技藝短期補習班,2021-01-13,苗栗縣通霄鎮平元里18鄰平新一路60號1-3F,工商發展處：公安申報請儘速申報；消防局：建議裝設住警器，並將滅火器上安全插梢封環移除,限期改善件次,2021-01-15,府教社字第1100010531號
31,苗栗縣私立佳音英語文理短期補習班,2021-01-06,苗栗縣苑裡鎮苑南里和平路26號,建築物公共安全簽證提出改善部分，請儘速完成。,限期改善件次,2021-01-07,府教社字第1100004161號
32,苗栗縣私立潘朵拉美語技藝短期補習班,2021-01-06,苗栗縣苗栗市建功里33鄰忠孝路168號1樓,班務行政違規。,限期改善件次,2021-01-07,府教社字第1100004166號
33,苗栗縣私立典優文理短期補習班,2021-01-06,苗栗縣苑裡鎮客庄里信義路6之5號1F,未與學生訂定書面契約,限期改善件次,2021-01-07,府教社字第1100004170號
34,苗栗縣私立123文理短期補習班,2020-12-09,苗栗縣公館鄉鶴岡村7鄰鶴岡222號3樓,未依規定與學生訂立書面契約。,限期改善件次,2020-12-17,府教社字第1091335038號
35,苗栗縣私立辰心文理短期補習班,2020-11-23,苗栗縣竹南鎮中正路351號1樓,"1. 未經核准擅自即擅自增設類科、擴充班舍、班級。2. 學生人數超過規定容量。3. 未與學生訂立書面契約。",限期改善件次,2020-11-24,府教社字第1091317510號
36,苗栗縣私立私塾文理短期補習班,2019-05-03,苗栗縣竹南鎮山佳里16鄰四維路17號1F,違法辦理兒童課後照顧服務，又以未經核准或備查之車輛運載學生、未依學生交通車規定運載學生,限期改善件次,2019-05-14,府教社字第1080092053號
37,苗栗縣私立吉的堡文理短期補習班,2017-11-22,苗栗縣頭份市中正路326號2F,擅自擴大班舍(增加1樓)、增班級數,糾正件次(列入違規紀錄),2017-12-14,府教社字第1060243952號
38,苗栗縣私立學儒文理短期補習班,2017-01-11,苗栗縣通霄鎮通東里1鄰中正路3-4號1樓,,糾正件次(列入違規紀錄),2017-01-11,1060007874
39,私立布拉格美語心算短期補習班,2014-11-15,竹南鎮營盤里8鄰忠義街34號1～4F,力行稽查,糾正件次(列入違規紀錄),103-11-20,1030248496
40,私立晴光美語短期補習班,2014-11-05,苗栗縣竹南鎮照南里27鄰光復路275號1~3樓,聯合稽查,糾正件次(列入違規紀錄),103-11-07,1030239356
41,私立育昇文理短期補習班,2014-11-05,竹南鎮佳興里明禮街95巷22號1～4F,例行稽查,糾正件次(列入違規紀錄),103-11-08,1030240257
42,私立芝麻園英語短期補習班,2014-11-05,苗栗縣竹南鎮福德路一八一號,力行稽查,糾正件次(列入違規紀錄),103-11-11,1030244419
43,私立梓潼文理短期補習班,2014-09-23,頭份鎮成功里6鄰信東路290號1F,例行稽查,糾正件次(列入違規紀錄),103-10-3,1030211831
44,私立亞太文理短期補習班,2014-09-23,苗栗縣頭份鎮忠孝里1鄰建國路89號2F,例行稽查,糾正件次(列入違規紀錄),1023-10-3,1030211885
45,私立小荳荳美語、珠心算短期補習班,2014-09-03,頭份鎮頭份鎮尖下里尖豐路370巷21號1F,聯合稽查,糾正件次(列入違規紀錄),103-09-09,1030192014
46,私立道爾敦美語短期補習班,2014-09-03,頭份鎮尖下里尖豐路320巷10號1～2F,聯合稽查,糾正件次(列入違規紀錄),103-09-09,1030192012
47,私立超強文理,2014-08-19,苗栗縣苑裡鎮苑南里建國路31之1號,例行稽查,糾正件次(列入違規紀錄),103-8-25,1030180726
48,私立e學園美語珠心算短期補習班,2014-08-19,苗栗縣卓蘭鎮新厝里9鄰仁愛路26號1～2F,例行稽查,糾正件次(列入違規紀錄),103-8-25,1030180728
49,私立博學美語短期補習班370分班,2014-08-12,通霄鎮通東里1鄰中正路3之6號1F,限期改善,糾正件次(列入違規紀錄),103-9-16,府教社字第1030197578號
50,私立亞米美語短期補習班,2014-08-12,通霄鎮通霄鎮平元里平新路114號1～2樓,例行稽查,糾正件次(列入違規紀錄),2014-09-09,1030192011
51,私立優生美語短期補習班,2014-07-16,苗栗縣苑裡鎮客庄里30鄰客庄90之18號1F,例行稽查,糾正件次(列入違規紀錄),103-7-21,1030153623
52,苗栗縣私立21世紀文理短期補習班,2014-07-16,苗栗縣苑裡鎮客庄里30鄰77巷10號1F,例行稽查,糾正件次(列入違規紀錄),103-07-21,1030153612
53,私立愛兒強文理短期補習班,2014-07-16,苗栗縣苑裡鎮客庄里8鄰116之16號1～2F,聯合稽查,糾正件次(列入違規紀錄),103-7-21,1030153618
54,私立小瓢蟲文理短期補習班,2014-07-04,苗栗縣苑裡鎮客庄里20鄰世界路2段立華巷8號,例行稽查,糾正件次(列入違規紀錄),103-07-15,1030147739
55,私立中正文理短期補習班,2014-07-04,苗栗縣苑裡鎮客庄里11鄰11號1~2F,聯合稽查,糾正件次(列入違規紀錄),103-07-11,1030146772
56,私立勁學文理短期補習班,2014-07-04,苗栗縣苑裡鎮客庄里13鄰新興路46號2～3F,聯合稽查,糾正件次(列入違規紀錄),103-7-14,1030147732
57,私立愛力兒文理短期補習班,2014-06-25,苗栗縣後龍鎮光華路442號,例行稽查,糾正件次(列入違規紀錄),103-07-03,1030132445
58,私立新僑文理短期補習班,2014-06-25,後龍鎮南龍里18鄰勝利路207之12號1F,例行稽查,糾正件次(列入違規紀錄),103-07-03,1030132447
59,私立文平文理短期補習班,2014-06-18,苗栗縣後龍鎮大庄里1鄰成功路266號1～2F,例行稽查,糾正件次(列入違規紀錄),103-6-25,1030125643
60,私立家偉文理短期補習班,2014-05-28,苗栗縣頭份鎮建國路52號1F,聯合稽查,糾正件次(列入違規紀錄),103-06-11,1030115981
61,私立東和文理短期補習班,2014-05-28,頭份鎮頭份鎮建國路112之1號2F,聯合稽查,糾正件次(列入違規紀錄),103-06-07,1030113834
62,私立弘學文理短期補習班,2014-05-28,苗栗市和平路41號1至3樓,已無經營,停止招生,103-06-23,府教社字第1030131513號
63,私立偉成英語會話短期補習班,2014-05-15,苗栗縣竹南鎮自由街142號,聯合稽查,糾正件次(列入違規紀錄),103-5-24,1030103358
64,私立奇陞美語短期補習班,2014-05-07,苗栗縣竹南鎮中港里12鄰香山厝76之5號1～4F,聯合稽查,糾正件次(列入違規紀錄),103-05-15,1030095206
65,私立奇妙美語珠心算短期補習班,2014-05-07,竹南鎮中正路156巷1弄7號1～2F,例行稽查,糾正件次(列入違規紀錄),103-05-15,1030095209
66,私立士昌美語短期補習班,2014-04-23,苗栗縣竹南鎮大業街126號1～2F,例行稽查,糾正件次(列入違規紀錄),103-5-9,1030091832
67,私立私塾文理短期補習班,2014-04-23,竹南鎮山佳里16鄰四維路17號1F,例行稽查,糾正件次(列入違規紀錄),103-5-9,1030091836
68,私立極力文理短期補習班,2014-04-23,苗栗縣竹南鎮山佳里26鄰明德街92號,"聯合機 查",糾正件次(列入違規紀錄),103-5-10,1030092721
69,私立仁愛文理短期補習班,2014-04-03,公館鄉公館鄉館南村2鄰通明街100之1號2F,聯合稽查,糾正件次(列入違規紀錄),103-5-17,1030098074
70,私立優兒堡美語短期補習班,2014-04-03,苗栗縣公館鄉館中村宮前路127號2～3F,聯合稽查,糾正件次(列入違規紀錄),103-4-10,1030069174
71,私立宜翔文理短期補習班,2014-03-26,苗栗市高苗里9鄰大同路91號1～2F,例行稽查,糾正件次(列入違規紀錄),103-04-18,1030075284
72,私立諶老師文理短期補習班,2014-03-18,苗栗市苗栗市建功里22鄰府前路110號4F,聯合稽查,糾正件次(列入違規紀錄),103-04-19,1030076314
73,私立小太陽美語短期補習班,2014-03-12,苗栗縣公館鄉館中村宮前路107號1～2F,例行稽查,糾正件次(列入違規紀錄),103-03-18,1030049158
74,私立向日葵文理短期補習班,2014-02-26,苗栗市福星里中華東街36號1～3F,聯合稽查,糾正件次(列入違規紀錄),103-03-14,1030050635
75,私立學淵美語短期補習班,2014-02-26,苗栗縣苗栗市福麗里民族路14鄰257號1～2F,聯合稽查,糾正件次(列入違規紀錄),103-03-07,1030044778
76,私立春之舞舞蹈短期補習班,2014-02-26,苗栗市福麗里和平路21鄰138巷38號2樓,聯合稽查,糾正件次(列入違規紀錄),103-03-25,1030058174
77,揚名文理,2014-02-26,苗栗縣苗栗市福麗里至公路208號2F,聯合稽查,糾正件次(列入違規紀錄),103-03-07,1030044773
78,私立小牛頓美語電腦短期補習班,2014-02-19,苗栗市清華里24鄰啟文路27號1～2F,例行稽查,糾正件次(列入違規紀錄),103-03-05,1030042754
79,私立不平凡美語短期補習班,2014-02-19,苗栗縣造橋鄉大西村龍門街56號1F,聯合稽查,糾正件次(列入違規紀錄),103-03-05,1030042756
80,私立峰桂文理短期補習班,2014-02-13,苗栗市苗栗市建功里24鄰府前路95號5F,例行稽查,糾正件次(列入違規紀錄),103-03-05,1030042756
81,私立莫耳文理短期補習班,2014-01-24,苗栗市苗栗市北苗里自治路82巷53號1F,聯合稽查,糾正件次(列入違規紀錄),103-02-04,1030025822
82,私立芝麻街美語短期補習班,2014-01-15,苗栗市中正路二０四號四樓,聯合稽查,糾正件次(列入違規紀錄),103-1-24,1030017540
83,私立蒲公英珠心算短期補習班,2014-01-15,苗栗市文山里農場一四二號一樓,聯合稽查,糾正件次(列入違規紀錄),103-01-22,1030016266
84,私立僑美美語短期補習班〈024〉,2014-01-07,苗栗市中正路二二八號一樓,例行稽查,糾正件次(列入違規紀錄),103-1-18,1030014183
85,私立博學園美語珠心算短期補習班,2014-01-07,苗栗市苗栗市上苗里社寮街147之3號1F,例行稽查,糾正件次(列入違規紀錄),103-01-21,1030015208
