序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
57,新竹市私立育碩文理短期補習班,2022-04-20,新竹市民富街155、157、159號1樓,"1. 未與該班學生簽立定型化契約。2. 未提供補習班個人資料安全維護計畫。3. 未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。4. 違規擴大使用民富街155、157、159號1樓。(原立案教室5間，現場稽查6間)5. 違規變更班址使用民富街155、157、159號地下室1樓。6. 出入人員未採實聯制，並盤點從業人員及學生造冊。7. 未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」及「短期補習班從業人員接種COVID-19防疫名冊」。",糾正件次(列入違規紀錄),2022-04-21,府教社字第1110066785號
58,新竹市私立佳辰文理短期補習班,2022-04-13,新竹市光復路二段385號2樓至3樓,"1. 未與該班學生簽立定型化契約。2. 未提供補習班個人資料安全維護計畫。3. 未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。4. 未提供收費收據未記載退費規定。5. 違規擴大使用光復路二段385號2樓至3樓。(原立案教室2間，現場稽查6間)6. 違規變更班址使用光復路二段385號1樓及4樓。7. 出入人員未採實聯制，並盤點從業人員及學生造冊。8. 未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」及「短期補習班從業人員接種COVID-19防疫名冊」。",糾正件次(列入違規紀錄),2022-04-14,府教社字第1110062881號
59,新竹市私立山葉鴻韻音樂短期補習班,2022-04-13,新竹市復興路16-5號2-4樓,"1. 未與該班學生簽立定型化契約。2. 未提供投保公共意外責任險。3. 未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。4. 未提供收費收據未記載退費規定。5. 懸掛招牌班名與核准立案班名不符合。6. 未提供學生及從業人員量測體溫名冊。7. 未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」及「短期補習班從業人員接種COVID-19防疫名冊」。8. 2、3、4樓緩降機下降空間有障礙(招牌)，3、4樓百頁簾未見防焰標籤。建議加裝住宅用火災警報器，及早發現火災及早應變。",糾正件次(列入違規紀錄),2022-04-20,府教社字第1110062967號
60,新竹市私立佑孳學苑文理短期補習班,2022-03-23,新竹市光華東一街12號4樓,"有使用車輛載送學生，車輛未核備。 未與該班學生簽訂定型化契約。未提供補習班個人資料安全維護計畫。未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。收費收據未記載退費規定。違規擴大使用光華東一街12號4樓。(原立案4間教室，現場稽查5間教室)未提供學生及從業人員量測體溫名冊。未提供「短期補習班從業人員接種COVUD-19防疫管理指引自我查檢表」及疫苗接種名冊。",糾正件次(列入違規紀錄),2022-03-29,府教社字第1110054133號
61,新竹市私立吉尼文理短期補習班,2022-03-09,新竹市東區龍山里科學園路180號1樓至3樓,"未提供與該班學生簽立定型化契約。未提供補習班個人資料安全維護計畫。 收費收據未記載退費規定。懸掛招牌書寫安親班、課輔班字樣。違規擴大使用科學園路180號3樓。(原立案教室3間，現場稽查教室5間)違規變更班址至科學園路180號4樓。未提供「短期補習班從業人員接種COVUD-19防疫管理指引自我查檢表」。未提供「短期補習班從業人員接種COVUD-19疫苗名冊」。未依規辦理111年度消防安全設備檢修申報。(去年申報日期為：110年1月28日) 地上第4層樓應增設住宅用火災警報器。",糾正件次(列入違規紀錄),2022-03-10,府教社字第1110044598號
62,新竹市私立楊翰文理短期補習班,2021-12-22,新竹市南大路91-3號2-3樓,"未提供與該班學生簽立定型化契約。未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。 未提供及簽訂補習班個人資料安全維護計畫。收費收據未記載退費規定。未經本府核准，擅自增設作文科目、國小國文科目、朗讀科目、科展、自然科目，與核准立案科目不符。未經本府核准，違規變更班址將本市南大路91-3號1樓，擅自作為班舍使用，與核准立案班舍地址不符。立案證書未懸掛於班內明顯處。",糾正件次(列入違規紀錄),2021-12-24,府教社字第1100193528號
63,弋果文化事業股份有限公司附設新竹市私立弋果美語文理短期補習班經國分班,2021-12-15,新竹市經國路二段16號2樓至6樓,未經本府核准，違規變更班址將本市經國路二段16號1樓及7樓，擅自作為班舍使用，與核准立案班舍地址不符。,糾正件次(列入違規紀錄),2021-12-17,府教社字第1100190340號
64,弋果文化事業股份有限公司附設新竹市私立弋果美語文理短期補習班關埔分班,2021-12-08,新竹市東區埔頂一路203號2樓至6樓,未經本府核准，違規變更班址將本市埔頂一路203號1樓，擅自作為班舍使用，與核准立案班舍地址不符。,糾正件次(列入違規紀錄),2021-12-17,府教社字第1100189685號
65,新竹市私立文昌文理短期補習班,2021-12-01,新竹市中埔里3鄰祥園街61號1-2樓,1.未提供與該班學生簽立定型化契約。未提供補習班個人資料安全維護計畫收費收據有記載退費規定，惟與本府規定不符合。懸掛招牌書寫安親班、課輔班字樣，與核准立案科目不符合。未經本府核准，將本市祥園街61號1-2樓教室擴大使用，與本府核准立案教室數量不符。(原核准立案2間教室，現場稽核3間教室)。無定期填報因應COVID-19防疫管理指引自我檢查表。,糾正件次(列入違規紀錄),2021-12-07,府教社字第1100181306號
66,新竹市私立博佑語文短期補習班,2021-11-25,新竹市博愛街93號1樓至2樓,"未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)，職工未於補習班資訊系統核備。收費收據未記載退費規定。未經本府核准，將本市博愛街93號1-2樓 (原立案教室4間，現場稽查6間教室)擅自擴大教室使用，與核准立案教室數量不符。本府核准立案班級人數每班為20人，經現場稽查部分教室逾核定人數。",糾正件次(列入違規紀錄),2021-12-01,府教社字第100180248號
67,新竹市私立康寧關新文理才藝短期補習班,2021-11-17,新竹市關新北路181號1樓,"有使用車輛載送學生，車輛未核備。未提供補習班個人資料安全維護計畫。未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。未提供收費收據。懸掛招牌班名有關新分班字樣與核准立案班名不符合。未經本府核准，將本市關新北路181號1樓、2樓之間夾層空間擅自作為班舍使用，與核准立案班舍地址不符。(原核准立案2間教室，現場稽核6間教室)。2樓(夾層)未列入消防檢修申報範圍。",糾正件次(列入違規紀錄),2021-11-22,府教社字第1100175172號
68,新竹市私立智恩文理短期補習班,2021-11-17,新竹市關新北路153號1樓,"有使用車輛載送學生，車輛未核備。未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。收費收據未記載退費規定。懸掛招牌書寫課照班字樣與核准立案不符合。未經本府核准，將本市關新北路153號1樓、2樓之間夾層空間擅自作為班舍使用，與核准立案班舍地址不符。(原核准立案5間教室，現場稽核7間教室)。未辦理建築公安簽證申報，未提供資料。",糾正件次(列入違規紀錄),2021-11-22,府教社字第1100175234號
69,新竹市私立竹科芝蔴街美語文理短期補習班,2021-11-17,新竹市關新路51號2-3樓,未提供補習班個人資料安全維護計畫。未經本府核准，將本市關新路51號3樓(原立案教室6間，現場稽查7間教室)擅自將陽台擴大成教室使用，與核准立案教室數量不符。,糾正件次(列入違規紀錄),2021-11-22,府教社字第1100175135號
70,新竹市私立博釋文理短期補習班,2021-11-17,新竹市東區關新東路168號1-3樓,"未與該班學生簽立定型化契約。未提供補習班個人資料安全維護計畫。未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。收費收據未記載退費規定。懸掛招牌班名有關東分校字樣與核准立案班名不符合。本府核准立案班級人數每班為16人，經現場稽查部分教室逾核定人數。",糾正件次(列入違規紀錄),2021-11-22,府教社字第1100175358號
71,新竹市私立嘉德琳世傑文理短期補習班,2021-11-17,新竹市世傑路230號2樓,"未提供與該班學生簽立定型化契約。未提供補習班個人資料安全維護計畫。未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。未提供收費收據。未懸掛立案證書於班舍明顯處。擅自增設美術科目，與核准立案科目不符合。未辦理建築公安簽證申報。緩降機固定架附近堆積雜物無法操作使用。",糾正件次(列入違規紀錄),2021-11-22,府教社字第1100175034號
72,新竹市私立名師文理短期補習班,2021-11-10,新竹市經國路二段438巷11號1樓及13號1樓,"未提供與該班學生簽立定型化契約。未提供補習班個人資料安全維護計畫。有提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。(教職人員線上登錄未一致，系統登錄4位，查核實際有5位)收費收據未記載退費規定。懸掛招牌班名與核准立案班名科目不符合。(名師數位文理短期補習班)擅自增設國中國文科、國中自然科、全科課輔科目，與核准立案科目不符合。",糾正件次(列入違規紀錄),2021-11-11,府教社字第1100170395號
73,新竹市私立暘光美語短期補習班,2021-11-03,新竹市博愛街83號2樓,"未與該班學生簽訂定型化契約。2. 未提供補習班個人資料安全維護計畫。3. 未完成線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。4. 收費收據未記載退費規定。5. 查貴班未經本府核准，將本市博愛街83號1-2樓(原立案教室2間，現場稽查7間教室)擅自擴大教室使用，與本府核准立案教室數量不符。6. 查貴班未經本府核准，將本市博愛街83號1-2樓擅自作為班舍使用，與本府核准立案班舍地址不符。",糾正件次(列入違規紀錄),2021-11-10,府教社字第1100169091號
74,新竹市私立牛頓文理短期補習班,2021-11-03,新竹市西大路601號1樓、2樓之1、2樓之2,"1. 地下室教室使用應納入消防設備檢修申報範圍。2. 有使用車輛載送學生，車輛未核備。3. 未提供補習班個人資料安全維護計畫。4. 收費收據之記載退費規定不符合新竹市短期補習班設立與管理規則第36條退費規定。5. 懸掛招牌書寫安親班，與本府立案科目不符合。6. 擅自增設美術科、智高積木、科學，與本府立案科目不符合。7. 違規擴大使用西大路601號地下室、3樓、4樓、5樓。(原立案教室3間，現場稽查8間教室及地下室1間有11位學生在上課。)8. 違規變更班址至西大路601號3-5樓及地下室。9. 未落實防疫(未量測體溫、酒精消毒)。",糾正件次(列入違規紀錄),2021-11-10,府教社字第1100168158號
75,新竹市私立權慧文理短期補習班,2021-10-13,新竹市光華街95巷18號1樓,"1. 未提供及簽訂補習班個人資料安全維護計畫。2. 未與該班學生簽訂定型化契約，未提供履約保證機制。3. 收費收據未記載退費規定。4. 未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。5. 懸掛招牌班名與該立案班名不符合。6. 擅自增設生物科、理化科。",糾正件次(列入違規紀錄),2021-10-15,府教社字第1100155578號
76,新竹市私立耕心美語短期補習班,2021-10-06,新竹市科學園路107巷2號1樓至2樓,"1. 未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)2. 未提供及簽訂補習班個人資料安全維護計畫。3. 收費收據未記載退費規定。4.擅自增設招生國中、高中、成人科目，與本府立案科目不符。",糾正件次(列入違規紀錄),2021-10-08,府教社字第1100151993號
77,新竹市私立大衛美語安可文理短期補習班,2021-10-06,新竹市科學園路139號1-2樓,"1. 未提供與該班學生簽訂定型化契約。2. 未提供補習班個人資料安全維護計畫。3. 查貴班未經本府核准，將本市科學園路139號2樓(原立案教室7間，現場稽查9間教室)擅自擴大教室使用，與本府核准立案教室數量不符。4. 查貴班未經本府核准，將本市科學園路139號3樓擅自作為班舍使用，與本府核准立案班舍地址不符。5. 檢修申報平面圖與現場不符，受信總機已移位。部分窗簾未使用防焰。防火管理人需複訓。",糾正件次(列入違規紀錄),2021-10-08,府教社字第1100151844號
78,新竹市私立筑風音樂短期補習班,2021-09-29,新竹市長安街94號1樓,"1.	未提供與該班學生簽訂定型化契約。  2.	未提供補習班個人資料安全維護計畫。 3.	違規變更班址使用北門街107號1樓。  4.	違規擴大使用長安街94號1樓。(原立案教室1間，現場稽查3間)",糾正件次(列入違規紀錄),2021-09-30,府教社字第1100148005號
79,新竹市私立小小天地美語短期補習班,2021-09-29,新竹市西門街148號1樓,"有使用車輛載送學生，車輛未核備。  未提供及簽訂補習班個人資料安全維護計畫。違規擴大使用西門街148號1樓。(原立案教室7間，現場稽查9間)",糾正件次(列入違規紀錄),2021-09-30,府教社字第1100148041號
80,新竹市私立民富芝蔴街美語文理短期補習班,2021-09-29,新竹市民富街149號1-4樓,"1.	未提供投保公共意外責任險。  2.	未提供補習班個人資料安全維護計畫。 3.	未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)及現場有二位外籍老師上課且未於新竹市短期補習班資訊系統教職員工內登錄。 4.	懸掛招牌書寫安親班。 5.	違規擴大使用民富街149號2-4樓。(原立案7間教室，現場稽核9間教室)",糾正件次(列入違規紀錄),2021-09-30,府教社字第1100147931號
81,新竹市私立牛頓文理短期補習班,2021-08-18,新竹市西大路601號1樓、2樓之1、2樓之2,"1. 未提供補習班個人資料安全維護計畫。2. 未提供與該班學生簽訂定型化契約。3. 收費收據未記載退費規定。4. 未懸掛立案證書於班內明顯處。5. 因應防疫期間教室座位無採梅花座，教室座位未符總量管制室內2.25平方米/人。6. 違規擴大使用西大路601號地下室、3-5樓。(原立案教室3間，現場稽查8間教室及地下室1間有10位學生在上課。7. 違規變更班址至西大路601號3-5樓及地下室。",糾正件次(列入違規紀錄),2021-08-19,府教社字第1100126715號
82,新竹市私立新世紀文理短期補習班,2021-08-11,新竹市光復路一段108巷38號1樓,已無營業跡象,糾正件次(列入違規紀錄),2021-08-12,府教社字第1100123282號
1,新竹市私立文思快樂學園文理短期補習班,2024-07-10,新竹市東大路二段172巷18號1樓,違反定型化契約及退費規範、違規辦理課後照顧、幼兒園業務、其他班務違規,限期改善件次,,1130116959
2,新竹市私立英格美語短期補習班,2024-07-10,新竹市東大路二段178號1樓,違反定型化契約及退費規範、其他班務違規,限期改善件次,,1130116953
3,維廉文化有限公司附設新竹市私立維廉美語文理技藝短期補習班,2024-07-10,新竹市東大路二段107號1樓至4樓,違反定型化契約及退費規範,限期改善件次,,1130116933
4,維慶文化有限公司附設新竹市私立維慶美語文理技藝短期補習班,2024-07-10,新竹市東大路二段107號7樓,違反定型化契約及退費規範、違規辦理課後照顧、幼兒園業務、其他班務違規,限期改善件次,,1130116940
5,新竹市私立海茵美語短期補習班,2024-07-10,新竹市東大路二段182號1樓,其他班務違規,糾正件次(列入違規紀錄),,1130116911
1,新竹市私立學立文理短期補習班,2024-10-16,新竹市延平路3段204巷1號1-3樓,「學生人數超過規定容量」「其他班務違規」,糾正件次(列入違規紀錄),2024-10-22,1130171711
2,新竹市私立超優文理短期補習班,2024-10-16,新竹市香山區香北一路111號1-3樓及51號1樓至4樓,「學生人數超過規定容量」「其他班務違規」,糾正件次(列入違規紀錄),2024-10-22,1130171445
1,新竹市私立哈佛英數文理短期補習班,2024-11-07,新竹市東區東南街225號1樓至2樓,其他班務違規,糾正件次(列入違規紀錄),2024-11-11,1130182984
1,新竹市私立群英文理短期補習班,2024-11-13,新竹市關東路110號1-4樓,「學生人數超過規定容量」、「違規辦理課後照顧、幼兒園業務」,糾正件次(列入違規紀錄),,1130186357
2,新竹市私立晶英文理短期補習班,2024-11-13,新竹市龍山東路280號2-4樓,「學生人數超過規定容量」、「其他班務違規」,糾正件次(列入違規紀錄),,1130186383
3,文聯塾教育股份有限公司附設新竹市私立文城文理短期補習班,2024-11-13,新竹市民族路31號9樓,「學生人數超過規定容量」,糾正件次(列入違規紀錄),,1130186400
5,新竹市私立謙鋮文理短期補習班,2024-11-06,新竹市北區金雅路155號1樓,「違反定型化契約及退費規範」「違反建築、消防相關規範」「聘用教職員工未依規定辦理」「其他班務違規」,糾正件次(列入違規紀錄),2024-11-12,府教社字第1130183973號
6,新竹市私立辰林英語學苑文理短期補習班,2024-11-06,新竹市北區鐵道路三段141.143號1樓,「其他班務違規」,糾正件次(列入違規紀錄),2024-11-11,府教社字第1130182961號
7,艾學爾國際有限公司附設新竹市私立艾學爾文理短期補習班金雅分班,2024-11-06,新竹市北區金農路12號1-3樓,「違反建築、消防相關規範」「聘用教職員工未依規定辦理」「其他班務違規」,糾正件次(列入違規紀錄),2024-11-12,府教社字第1130183903號
18,新竹市私立佑孳學苑文理短期補習班,2024-08-28,新竹市光華東一街12號4樓,「違規辦理課後照顧、幼兒園業務」「其他班務違規」,限期改善件次,2024-09-10,府教社字第1130148820號
19,宸芯有限公司附設新竹市私立宸芯文理短期補習班,2024-08-28,新竹市北區光華東街88號1樓,「聘用教職員工未依規定辦理」「擅自增設科目」,限期改善件次,2024-09-13,府教社字第1130150684號
20,新竹市私立大地豐彩舞蹈技藝短期補習班,2024-08-28,新竹市光華一街46號,「違反建築、消防相關規範」「其他班務違規」,限期改善件次,2024-09-13,府教社字第1130150679號
1,弋果文化事業股份有限公司附設新竹市私立弋果美語文理短期補習班關新分班,2024-11-21,新竹市東區關新路225號2樓,違反定型化契約及退費規範、違規辦理課後照顧業務、擅自增設科目、其他班務違規,糾正件次(列入違規紀錄),,1130191183
2,新竹市私立鴻韻科園音樂短期補習班,2024-11-20,新竹市慈濟路248號3樓至4樓,學生人數超過規定容量、擅自擴大班舍、聘用教職員工未依規定辦理、其他班務違規,糾正件次(列入違規紀錄),,1130190846
1,臺師菁英文教事業股份有限公司附設新竹市私立臺師菁英6號文理短期補習班,2024-11-27,新竹市學府路37號2-3樓,「學生人數超過規定容量」、「其他班務違規」,糾正件次(列入違規紀錄),,1130194333
2,新竹市私立偉傑英數文理短期補習班學府分班,2024-11-27,新竹市學府路373號1-2樓,「學生人數超過規定容量」、「其他班務違規」,糾正件次(列入違規紀錄),,1130194356
3,臺師菁英文教事業股份有限公司附設新竹市私立臺師菁英10號文理短期補習班,2024-11-27,新竹市學府路37號4樓,「學生人數超過規定容量」、「其他班務違規」,糾正件次(列入違規紀錄),,1130194344
4,臺師菁英文教事業股份有限公司附設新竹市私立臺師菁英1號文理短期補習班,2024-11-27,新竹市學府路35號1樓,「學生人數超過規定容量」、「其他班務違規」,糾正件次(列入違規紀錄),,1130194327
6,新竹市私立洪林教學中心文理短期補習班,2024-12-04,新竹市西大路582巷15弄30號1-2樓,其他班務違規,限期改善件次,2024-12-10,府教社字第1130199679號
7,新竹市私立江藝術工作室短期補習班,2024-12-04,新竹市光華東一街19號,"「違反定型化契約及退費規範」 「違反建築、消防相關規範」「擅自擴大班舍」「其他班務違規」",限期改善件次,2024-12-10,府教社字第1130199455號
13,新竹市私立亞果文理短期補習班,2024-11-20,新竹市香山區頂埔路8號1樓至4樓、新竹市頂埔路17號1樓至4樓,「違反建築、消防相關規範」「聘用教職員工未依規定辦理」「其他班務違規」,限期改善件次,2024-11-25,府教社字第1130191000號
14,新竹市私立岱岢文理短期補習班,2024-11-20,新竹市北區民富街175號1-4樓,「違反建築、消防相關規範」「學生人數超過規定容量」,限期改善件次,2024-11-25,府教社字第1130191162號
1,新竹市私立尚宇文理短期補習班,2024-12-25,新竹市中華路五段648巷118弄2號1-3樓,「其他班務違規」,限期改善件次,2024-12-31,府教社字第1130212104號
2,新竹市私立慈愛文理短期補習班,2024-12-25,新竹市中華路六段226巷6弄20號1樓至4樓,"「擅自擴大班舍」  「學生人數超過規定容量」",限期改善件次,2024-12-31,府教社字第1130212105號
3,新竹市私立立晟文理短期補習班,2024-12-25,新竹市中華路6段205巷74號1-3樓,「擅自擴大班舍」「學生人數超過規定容量」「其他班務違規」,限期改善件次,2024-12-31,府教社字第1130212896號
4,臺師菁英文教事業股份有限公司附設新竹市私立臺師菁英文理短期補習班,2024-12-23,新竹市北大路293號1~3樓,「擅自擴大班舍」,限期改善件次,2024-12-25,府教社字第1130209290號
1,維樂文化有限公司附設新竹市私立維樂美語文理技藝短期補習班,2025-01-08,新竹市自由路113號5樓之1、5樓之2,其他班務違規,糾正件次(列入違規紀錄),,1140016350
23,新竹市私立聯合文理短期補習班東南分班,2024-08-29,新竹市食品路191巷25號3樓,「擅自擴大班舍」、「擅自增設科目」、「其他班務違規」,糾正件次(列入違規紀錄),,1130157513
1,新竹市私立A1智慧教室文理短期補習班,2025-01-22,新竹市光復路一段268巷13號1樓,「擅自增設科目」,糾正件次(列入違規紀錄),,1140025370
2,新竹市私立英翰英語短期補習班,2025-01-20,新竹市自由路109號1樓至3樓,「擅自擴大班舍」、「其他班務違規,糾正件次(列入違規紀錄),,1140025346
2,新竹市私立邦尼文理短期補習班,2025-02-05,新竹市北區西大路755號1-3樓,「違反建築、消防相關規範」「其他班務違規」,限期改善件次,2025-02-10,府教社字第1140029977號
1,新竹市私立芯庭短期補習班,2025-02-12,新竹市北區經國路二段36號1至2樓,「違反建築、消防相關規範」「其他班務違規」,限期改善件次,2025-02-14,府教社字第1140033600號
1,極上教育諮詢股份有限公司附設新竹市私立極上塾培英文理短期補習班,2025-02-19,新竹市學府路75號1-4樓,「其他班務違規」,糾正件次(列入違規紀錄),,1140039203
2,新竹市私立光點學學文理短期補習班,2025-02-19,新竹市東區學府路115號1樓及1樓夾層,「違反建築、消防相關規範」、「其他班務違規」,糾正件次(列入違規紀錄),,1140039191
1,新竹市私立奧林匹亞文理短期補習班,2025-03-05,新竹市學府路66號2樓,「其他班務違規」,糾正件次(列入違規紀錄),,1140045537
2,新竹市私立學智文理短期補習班,2025-03-05,新竹市學府路443號1-2樓,「違規辦理課後照顧、幼兒園業務」、「其他班務違規」,糾正件次(列入違規紀錄),,1140045503
1,新竹市私立華星文理短期補習班,2025-03-07,新竹市東山街32巷8號1樓,「違反建築、消防相關規範」、「擅自擴大班舍」、「其他班務違規」,糾正件次(列入違規紀錄),,1140045225
1,新竹市私立竹辰美語短期補習班,2025-03-19,新竹市東光路49號1樓至2樓,「其他班務違規」,糾正件次(列入違規紀錄),,1140055038
2,新竹市私立偉文文理短期補習班,2025-03-19,新竹市東門街46號2樓,「其他班務違規」,糾正件次(列入違規紀錄),,1140055033
3,新竹市私立好好外語文理短期補習班,2025-03-19,新竹市竹蓮街136號1-2樓,「其他班務違規」,糾正件次(列入違規紀錄),,1140055051
4,新竹市私立瑪格瑞特美語短期補習班,2025-03-12,新竹市武陵路266號、266號2樓之1、2樓之2、2樓之3,擅自擴大班舍、其他班務違規,糾正件次(列入違規紀錄),2025-03-19,府教社字第1140051130號
5,新竹市私立小博士文理短期補習班,2025-03-12,新竹市中正路284巷4號1-2樓,「學生人數超過規定容量」「違反建築、消防相關規範」「其他班務違規」,糾正件次(列入違規紀錄),2025-03-19,府教社字第1140052764號
1,新竹市私立延展文理短期補習班科園分班,2025-04-08,新竹市光復路一段607巷30號2樓,「擅自擴大班舍」、「其他班務違規」,糾正件次(列入違規紀錄),,1140064882
1,新竹市私立想像英語短期補習班,2025-04-09,新竹市立鵬路87號1樓及1樓夾層,「擅自擴大班舍」、「其他班務違規」,糾正件次(列入違規紀錄),,府教社字第1140065863號
2,新竹市私立吳老師文理短期補習班,2025-04-09,新竹市東區立鵬路120號2樓,「違反定型化契約及退費規範」、「違反建築、消防相關規範」、「聘用教職員工未依規定辦理」、「其他班務違規」,糾正件次(列入違規紀錄),,1140065892
3,新竹市私立享藝學院技藝短期補習班,2025-04-09,新竹市東區立鵬路105號1樓,「違反定型化契約及退費規範」、「其他班務違規」,糾正件次(列入違規紀錄),,府教社字第1140065861號
1,新竹市私立金剛熊文理短期補習班湳雅分校,2025-04-16,新竹市湳雅街180號1-3樓,「聘用教職員工未依規定辦理」「學生人數超過規定容量」,限期改善件次,2025-04-18,府教社字第1140070320號
2,新竹市私立天才兒童美語短期補習班,2025-04-16,新竹市湳雅街184號1-3樓,「其他班務違規」,糾正件次(列入違規紀錄),2025-04-18,府教社字第1140070335號
3,新竹市私立超越文理短期補習班,2025-04-16,新竹市城北街123號1-2樓,「違反定型化契約及退費規範」「違反建築、消防相關規範」「擅自擴大班舍」「其他班務違規」,限期改善件次,2025-04-18,府教社字第1140070160號
21,新竹市私立劍橋短期補習班,2024-09-25,新竹市東區光復路一段322號二樓,「學生人數超過規定容量」、「其他班務違規」,糾正件次(列入違規紀錄),2024-10-22,1130171627
2,弋果文化事業股份有限公司附設新竹市私立弋果美語文理短期補習班科園分班,2025-04-23,新竹市東區金山街2號3-4樓,「違反定型化契約及退費規範」、「聘用教職員工未依規定辦理」、「擅自增設科目」,糾正件次(列入違規紀錄),,1140075081
3,新竹市私立丹尼爾文理技藝短期補習班,2025-04-23,新竹市東區關東路56號3樓,「擅自增設科目」、「違反建築、消防相關規範」、「其他班務違規」,糾正件次(列入違規紀錄),,1140075020
26,新竹市私立金欣文理短期補習班,2024-09-16,新竹市東門街62號2樓、7樓、9樓及75號3樓,「學生人數超過規定容量」、「其他班務違規」「擅自擴大班舍」、,糾正件次(列入違規紀錄),,1130162509
1,新竹市私立高傳文理短期補習班,2025-04-30,新竹市建功路26號2樓之1,其他班務違規,糾正件次(列入違規紀錄),,1140078180
2,新竹市私立愛學文理短期補習班,2025-04-30,新竹市東區建功路26號3樓之1之2,其他班務違規,糾正件次(列入違規紀錄),,1140078174
3,新竹市私立文欣文理技藝短期補習班,2025-04-30,新竹市建功一路152號1樓至4樓及建美路1號1樓,其他班務違規,糾正件次(列入違規紀錄),,1140078170
1,新竹市私立陽明文理短期補習班,2025-05-07,新竹市東南街227號1樓至2樓、東南街231號、233號1樓至2樓,「其他班務違規」,糾正件次(列入違規紀錄),,府教社字第1140082584號
2,台灣知識庫股份有限公司新竹分公司附設新竹市私立洋碩數位學堂千碩甄戰文理短期補習班,2025-05-07,新竹市中華路二段314號1-2樓,「擅自擴大班舍」、「學生人數超過規定容量」、「其他班務違規」,糾正件次(列入違規紀錄),,府教社字第1140081941號
3,新竹市私立麥克國英語會話短期補習班,2025-05-07,新竹市東南街261號1-3樓,「違反定型化契約及退費規範」、「其他班務違規」,糾正件次(列入違規紀錄),,府教社字第1140082875號
12,新竹市私立親安文理技藝短期補習班,2025-04-23,新竹市四維路21巷28號3樓至4樓,「違反建築、消防相關規範」「擅自增設科目」「違反定型化契約及退費規範」「其他班務違規」「違規辦理課後照顧、幼兒園業務」,糾正件次(列入違規紀錄),2025-04-30,府教社字第1140074076號
23,新竹市私立民富文理技藝短期補習班,2024-12-18,新竹市少年街87號2樓,「違反建築、消防相關規範」「擅自擴大班舍」,糾正件次(列入違規紀錄),2024-12-25,府教社字第1130208595號
1,新竹市私立旭霖文理短期補習班,2025-05-21,新竹市北區南勢里6鄰延平路一段406巷15號3樓,「其他班務違規」,糾正件次(列入違規紀錄),,府教社字第1140093116號
2,新竹市私立快樂地文理短期補習班,2025-05-21,新竹市東大路三段380-2號1-3樓,「其他班務違規」,糾正件次(列入違規紀錄),,府教社字第1140093183號
3,新竹市私立國壽文理短期補習班,2025-05-21,新竹市北區延平路一段214巷108號1樓,「擅自增設科目」、「其他班務違規」,糾正件次(列入違規紀錄),,府教社字第1140093192號
1,新竹市私立卓見電腦美語文理短期補習班,2025-05-28,新竹市經國路一段379巷21號、經國路一段379巷19號2樓,「其他班務違規」,糾正件次(列入違規紀錄),,1140094819
2,驅勢文教事業有限公司附設新竹市私立驅勢語文短期補習班,2025-05-28,新竹市東區中華路二段417號2-3樓,「其他班務違規」,糾正件次(列入違規紀錄),,1140094680
3,新竹市私立南瓜田美語經國分部文理短期補習班,2025-05-28,新竹市經國路一段479巷1弄2號3樓至4樓,「其他班務違規」,糾正件次(列入違規紀錄),,1140094791
7,新竹市私立亞果文理短期補習班,2025-05-21,新竹市香山區頂埔路8號1樓至4樓、新竹市頂埔路17號1樓至4樓,「違反建築、消防相關規範」,糾正件次(列入違規紀錄),2025-06-02,府教社字第1140092566號
1,新竹市私立育浤文理短期補習班,2025-06-18,新竹市明湖路212號2-3樓,「其他班務違規,糾正件次(列入違規紀錄),,1140107569
2,新竹市私立欣心潛能文理短期補習班,2025-06-18,新竹市民有二街2號1樓及1樓夾層,「違反建築、消防相關規範」、「其他班務違規,糾正件次(列入違規紀錄),,1140107583
3,文聯塾教育股份有限公司附設新竹市私立文城文理短期補習班,2025-06-18,新竹市民族路31號9樓,「聘用教職員工未依規定辦理」、「擅自增設科目」、,糾正件次(列入違規紀錄),,1140107557
