序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
31,私立名威珠心算短期補習班,2017-05-05,燕巢區中西路18之11號1-2樓,體罰學生暨未依規定完成通報程序,糾正件次(列入違規紀錄),2017-07-17,高市教社字第10634576800號
32,私立劍橋文理短期補習班,2017-05-01,仁武區中華路253號1-2樓,體罰學生,糾正件次(列入違規紀錄),2017-07-14,高市教社字第10634473700號
33,財團法人高雄市基督教青年會附設英明文理技藝短期補習班,2017-04-28,苓雅區英明路166號3樓,未經核准或備查之車輛載運學童,糾正件次(列入違規紀錄),2017-06-29,高市教社字第10633942300號
34,私立華美文理短期補習班,2017-04-13,鳥松區中山路187-1號2、3樓，158-3號1樓、夾層、2樓,擅自增科及未經申請招收國小生,糾正件次(列入違規紀錄),2017-06-26,"高市教社字第 10633937100號"
35,私立宏平文理短期補習班,2017-04-07,小港區宏文路206號1-3樓,使用未登記且車齡逾十年的車輛接送學童,糾正件次(列入違規紀錄),2017-06-26,高市教社字第10633927000號
36,私立立明文理短期補習班,2016-12-26,仁武區永仁街688號1-3樓,2-3樓各增設1間.4-5樓各增設3間教室,停止招生一個月,2017-01-19,"高市教社字第 10630388400號"
37,私立瑪貝兒文理短期補習班,2016-12-14,前鎮區沱江街135號1樓及夾層,學生人數超過核定容量，以安親課輔名義招生,停止招生一個月,2017-01-19,高市教社字第10630389100號
38,私立呂老師升學文理短期補習班,2016-11-09,鼓山區鼓山三路40之45號1-4樓,車輛載運18名學生，載運超過汽車行照核定數額,停止招生一個月,2016-12-08,"高市教社字第10537686300 號"
39,吉的堡網路科技股份有限公司附設吉的堡文理短期補習班光武分班,2016-10-10,三民區九如一路276號1樓及地下1樓,105年10月10日高雄市府平面新聞統計表報導該班於104年10月22日遭受家長阻卻保護孩子行為時未即時報警處理，後續亦未依規定完成通報程序，與規定不符。,停止招生三個月,2016-10-17,高市教社字第10536404900號
40,私立仕晟文理技藝短期補習班,2016-08-30,楠梓區德民路1007號1-2樓,體罰學生,糾正件次(列入違規紀錄),2016-10-21,高市教社字第10536531200號
41,私立小博士英語短期補習班,2016-06-23,大樹區久堂村新社街16號1-2樓,2-4樓增設教室,糾正件次(列入違規紀錄),2016-08-03,"高市教社字第10534680400  號"
42,私立力文文理短期補習班龍成分班,2016-06-21,鳳山區龍成路133號1-3樓,已依規定使用定型化契約,糾正件次(列入違規紀錄),2016-08-03,"高市教社字第10534681000 號"
43,私立高名文理短期補習班楠梓分班,2016-04-11,楠梓區楠梓路283、285、287號1-4樓、289號1-2樓,體罰案件,糾正件次(列入違規紀錄),2016-05-06,高市教社字第10532652300號
44,私立卓勝文理短期補習班,2016-01-26,鼓山區美術東六街121號1樓、夾層,已依規定使用定型化契約+擅自遷址,糾正件次(列入違規紀錄),,"高市教社字第  號"
45,私立發現文理短期補習班,2015-10-23,大寮區林厝路58號1-4樓,兒少保案件未通報,停止招生六個月,2015-11-11,"高市教社字第10437497400 號"
46,私立高名文理短期補習班龍美分班,2015-10-12,鼓山區美術東三路72號1樓、78號1樓,72號2-4樓各增設2間教室，78號2樓增設2間教室,糾正件次(列入違規紀錄),,"高市教社字第  號"
47,私立理化文理短期補習班,2015-10-12,鼓山區美術東三路90號1樓,同址2樓增設1間教室，3樓增設2間教室,糾正件次(列入違規紀錄),,"高市教社字第  號"
48,私立思達文理短期補習班美術館分班,2015-10-12,鼓山區美術東三路76號1樓,2樓增設1間教室，3樓增設2間教室,糾正件次(列入違規紀錄),,"高市教社字第  號"
49,私立巧智文理短期補習班,2015-10-12,鼓山區美術東三路86號1樓,址2-3樓增設5間教室,停止招生一個月,,"高市教社字第  號"
50,私立育民文理技藝短期補習班,2015-10-08,前鎮區瑞安街14號1-3樓,增建教室,停止招生一個月,2015-12-10,"高市教社字第10438285300 號"
51,私立尚豪市文理短期補習班,2015-10-08,前鎮區和平二路254-1號(戶號：貳樓),增加教室6間,停止招生一個月,,"高市教社字第  號"
52,私立鳴志升學文理短期補習班,2015-09-02,新興區七賢二路74號1-3樓之1.2、4樓之1-4,該班擅自於104年9月2日至高雄高工校內發放海報宣傳單，與規定不符,糾正件次(列入違規紀錄),2015-09-25,高市教社字第10436386100號
53,私立姜老師文理短期補習班,2015-07-22,楠梓區後昌路1212號1-3樓,疑似體罰學生,糾正件次(列入違規紀錄),2015-08-21,"高市教社字第10435500500 號"
54,私立育民文理技藝短期補習班,2015-06-29,前鎮區瑞安街14號1-3樓,增設教室,糾正件次(列入違規紀錄),2015-08-13,高市教社字第10435131600號
55,私立明炫文理短期補習班,2015-06-11,左營區重忠路151號1-5樓、153號1-3樓,疑似體罰學生,糾正件次(列入違規紀錄),2015-08-21,高市教社字第10435480100號
56,私立九豆技藝文理短期補習班,2015-06-02,鳳山區園中路17號1-3樓,增設教室,停止招生一個月,2015-06-29,"高市教社字第10434253400 號"
57,私立葛瑞特美語文理短期補習班,2014-11-27,彌陀區中正西路120號1-2樓,增設教室,停止招生三個月,2015-02-06,"高市教社字第10430807300 號"
58,私立小儒林文理短期補習班五福分班,2014-11-24,新興區中正二路218號3樓,班舍借給他人使用,糾正件次(列入違規紀錄),2015-02-06,高市教社字第10430807600號
59,私立雅博文理短期補習班,2014-11-14,楠梓區秀群路881號1-2樓,擅自國小國語社會自然,糾正件次(列入違規紀錄),2015-02-06,"高市教社字第10430786500 號"
60,私立鳳育珠心算文理短期補習班,2014-10-23,鳳山區經武路187號1-3樓,增設教室,糾正件次(列入違規紀錄),2014-11-13,高市教社字第10337932000號
61,私立尚豪市文理短期補習班,2014-10-22,前鎮區和平二路254-1號(戶號：貳樓),體罰+增教室,糾正件次(列入違規紀錄),2014-11-18,"高市教社字第10338014000 號"
62,私立麗莎文理短期補習班,2014-10-22,橋頭區樹德路173號1-4樓,增設國中英數理化,糾正件次(列入違規紀錄),2014-11-13,"高市教社字第 10337934500號"
63,私立小儒林文理短期補習班新甲分班,2014-09-30,鳳山區新富路316號1-2樓,已依規定使用定型化契約+增設教室+科目,糾正件次(列入違規紀錄),2014-10-29,"高市教社字第 10337510300 號"
64,私立小儒林文理短期補習班鳳甲分班,2014-09-30,鳳山區新富路364號1-2樓,已依規定使用定型化契約+增設教室,糾正件次(列入違規紀錄),2014-10-29,"高市教社字第 10337510500 號"
65,私立小丸子文理短期補習班,2014-09-30,前鎮區瑞北路36號1-3樓、34號4樓,超收+使用未申請交通車,糾正件次(列入違規紀錄),2014-10-29,高市教社字第10337510600號
66,私立孟淵文理短期補習班,2014-09-29,苓雅區福建街70號1-3樓,體罰學生,糾正件次(列入違規紀錄),2014-11-14,"高市教社字第10338010300 號"
67,私立可達英語文理短期補習班,2014-09-26,三民區鼎金後路522號1-5樓,增設教室,糾正件次(列入違規紀錄),2014-10-27,高市教社字第10337471900號
68,私立立勝文理短期補習班,2014-09-23,路竹區國昌路169號1-2樓,增設教室,糾正件次(列入違規紀錄),2014-10-27,"高市教社字第10337469300  號"
69,中國青年救國團高雄市團務指導委員會附設文理技藝短期補習班裕誠分班,2014-09-19,左營區裕誠路448號1-3樓,增設教室+增設科目,糾正件次(列入違規紀錄),2014-10-27,"高市教社字第10337468300 號"
70,私立巧智文理短期補習班,2014-09-18,鼓山區美術東三路86號1樓,增設教室,糾正件次(列入違規紀錄),2014-10-27,"高市教社字第10337467800 號"
71,私立高如文理短期補習班青年分班,2014-09-11,鳳山區光復路一段130、132、138號各1-2樓,增設教室,停止招生一個月,2014-10-27,"高市教社字第10337467100  號"
72,私立百世文理短期補習班華夏分班,2014-09-02,鼓山區華夏路178號1樓,擅自遷移班址,糾正件次(列入違規紀錄),2014-10-27,"高市教社字第 10337465900 號"
73,私立小丸子文理短期補習班,2014-09-01,前鎮區瑞北路36號1-3樓、34號4樓,增教室,糾正件次(列入違規紀錄),2014-10-29,"高市教社字第10337510600 號"
74,私立小儒林文理短期補習班陽明分班,2014-08-11,三民區義華路161號1-4樓、163號1-3樓,體罰學生,糾正件次(列入違規紀錄),2014-11-14,高市教社字第10337971100號
75,私立明冠文理短期補習班,2014-05-26,左營區文川路50號3-4樓,體罰學生,糾正件次(列入違規紀錄),2014-08-07,高市教社字第10335353300號
76,私立高如文理短期補習班青年分班,2014-04-28,鳳山區光復路一段130、132、138號各1-2樓、148號1-3樓,增設教室,糾正件次(列入違規紀錄),2014-06-03,高市教社字第10333711800號
77,私立博閔外語短期補習班,2014-04-22,三民區鼎強街428號1-3樓,已依規定使用定型化契約,糾正件次(列入違規紀錄),2015-05-29,"高市教社字第10433488600 號"
78,私立高立文理短期補習班,2014-04-18,小港區漢民路349號6樓,增設教室,糾正件次(列入違規紀錄),2014-04-16,高市教社字第1032406700號
79,私立威盛菁英文理短期補習班,2014-04-01,鳳山區南正二路151號1-2樓、143號2-3樓,增設教室,糾正件次(列入違規紀錄),2014-06-03,高市教社字第10333711700號
80,私立諾貝爾外語短期補習班,2014-01-27,岡山區岡燕路260號,增設教室,糾正件次(列入違規紀錄),2014-04-16,高市教社字第10332406500號
81,私立美羽音樂外語短期補習班,2013-12-18,路竹區國昌路345號1-2樓,增設教室,停止招生一個月,2014-04-16,高市教社字第10332404700號
82,私立美羽音樂外語短期補習班,2013-10-30,路竹區國昌路345號1-2樓,增設教室,糾正件次(列入違規紀錄),2013-12-05,高市教社字第10237990700號
83,私立士洪圍棋文理短期補習班,2013-10-28,前鎮區民權二路333-8號1-3樓,社會局通報案件,停止招生六個月,2015-11-27,高市教社字第10437837400號
84,私立哈佛菁英文理技藝短期補習班,2013-09-14,鳳山區光復路一段162巷58、60號1-4樓,增設教室仍未改善,停止招生一個月,2013-10-09,高市教社字第10236568000號
85,私立哈佛菁英文理技藝短期補習班,2013-07-26,鳳山區光復路一段162巷58、60號1-4樓,增設教室,糾正件次(列入違規紀錄),2013-08-15,高市教社字第10235109700號
86,私立格林文理短期補習班,2013-07-25,林園區王公二路127號1-3樓,增設教室,糾正件次(列入違規紀錄),2013-08-15,高市教社字第10235109000號
87,私立葛瑞特美語文理短期補習班,2013-07-25,彌陀區中正西路120號1-2樓,增設教室,停止招生一個月,2013-08-19,高市教社字第10235247400號
88,私立親子橋文理短期補習班,2013-07-24,仁武區澄合街98號1-2樓,增設教室,停止招生一個月,2013-08-15,高市教社字第10235147500號
89,私立亞歷山大文理短期補習班,2013-07-22,林園區信義路41號1-2樓,增設教室2間,糾正件次(列入違規紀錄),2013-08-15,高市教社字第10235107600號
90,私立泛加升學文理短期補習班,2013-04-02,小港區港平路142號1-2樓,1樓增設教室1間.3樓增設教室2間,停止招生三個月,2013-04-25,高市教社字第10232517100號
91,私立世庭文理短期補習班,2013-03-25,鳳山區中崙二路525號1-3樓,該班擅自使用未經申請之交通車〈車號：6265-ME〉，於鳳山區中崙國小校門口前超載接送學童上下課，與規定不符。,糾正件次(列入違規紀錄),2013-03-29,高市教社字第10231885000號
92,私立獎學金文理短期補習班,2013-03-18,鳳山區忠誠路19號1-3樓,該班已申請交通車〈車號：8432-WR〉於鳳山區福誠國小校門口前擅自更改座位接送學童上下課，與規定不符,糾正件次(列入違規紀錄),2013-03-29,高市教社字第10231825100號
93,私立相如文理短期補習班,2013-03-16,三民區澄和路54號1-4樓,學生超過核定人數,糾正件次(列入違規紀錄),2013-04-24,高市教社字第10232511500號
94,私立向上文理短期補習班,2013-03-08,三民區博愛一路55號9樓,增設教室3間,糾正件次(列入違規紀錄),2013-04-24,高市教社字第10232511000號
95,私立成大文理短期補習班,2013-03-04,鳳山區光復路一段162巷68、70號各3-4樓,3-5樓增設教室各2間,糾正件次(列入違規紀錄),2013-04-25,高市教社字第10232502900號
96,私立哈佛文理短期補習班,2013-02-25,三民區建國三路6號9樓之1、20號9樓之1、3、4,擅自向私立遠東升學文理短期補習班借用教室使用,糾正件次(列入違規紀錄),2013-03-13,高市教社字第10231493400號
97,私立遠東升學文理短期補習班,2013-02-25,新興區中山一路279號4、5、6樓之1、2,擅自將教室借給私立哈佛升學文理短期補習班使用,糾正件次(列入違規紀錄),2013-03-13,高市教社字第10231493300號
98,私立項宇文理短期補習班,2013-01-21,鳳山區忠誠路20號1-2樓,擅自於忠誠路46號2樓增設教室1間、3-4樓增設教室各2間,糾正件次(列入違規紀錄),2013-03-13,高市教社字第10231495200號
99,私立大明文理短期補習班,2013-01-15,鳳山區大明路43號,交通車於鳳山區新甲國小校門口前超載接送學童上下課,糾正件次(列入違規紀錄),2013-03-19,高市教社字第10231630300號
100,私立泛加升學文理短期補習班,2012-12-11,小港區港平路142號1-2樓,增設教室,停止招生一個月,2013-01-04,高字教社字第10230051700號
101,私立冠生文理短期補習班,2012-12-11,大寮區光明路一段947號1-5樓,交通車於鳳山區新甲國小校門口前超載接送學童上下課,糾正件次(列入違規紀錄),2013-03-13,高市教社字第10231493500號
102,私立林肯文理短期補習班,2012-12-07,路竹區信義路525號2樓,增設教室,停止招生一個月,2013-01-04,高市教設字第10230051200號
103,私立博登文理技藝短期補習班,2012-11-28,前鎮區公正路208號2-4樓,擅自使用未經申請之交通車,糾正件次(列入違規紀錄),2013-01-04,高市教設字第10230049400號
104,私立建成文理短期補習班,2012-11-26,前鎮區永豐路32號1-2樓、36號3-4樓,超載+使用未經申請之車輛,糾正件次(列入違規紀錄),2012-12-03,高市教社字第10138483600號
105,私立泛加升學文理短期補習班,2012-11-20,小港區港平路142號1-2樓,增設教室,糾正件次(列入違規紀錄),2012-12-03,高字教社字第10138478700號
106,私立喬智文理短期補習班,2012-11-20,橋頭區南溝路157號1-3樓,擅自使用未經申請之交通車,糾正件次(列入違規紀錄),2012-12-03,高市教社字第10138490100號
107,私立名翔文理短期補習班,2012-10-23,楠梓區玉田街76之9號3-4樓,增設教室,糾正件次(列入違規紀錄),2012-11-15,高市教社字第10137994100號
108,私立第五大道文理音樂短期補習班,2012-10-22,鳳山區文化西路37號2-5樓,拒絕訪查.擅自遷址,糾正件次(列入違規紀錄),2012-11-15,高市教社字第10137992900號
109,私立新強文理短期補習班,2012-08-14,鳳山區新強路257號1-2樓,擅自遷址,糾正件次(列入違規紀錄),2012-11-15,高市教社字第10197997900號
110,私立牛津文理短期補習班鳳西分班,2012-06-29,鳳山區光華東路155號1-3樓,增設教室,糾正件次(列入違規紀錄),2012-07-12,高市教社字第10134716400號
111,私立數學家文理短期補習班,2012-05-30,鳳山區新強路183之1號1-2樓,增設教室,糾正件次(列入違規紀錄),2012-06-22,高市教社字第10134235400號
112,私立博聖文理短期補習班,2012-05-30,鳳山區新強路265號3-4樓，新富路251號1-4樓,增設教室+陽台外推,停止招生一個月,2012-06-21,高市教社字第10134197200
113,私立德霖文理短期補習班,2012-05-17,苓雅區正大路24號1樓、夾層,班牌未依班名懸掛+增設教室,限期改善件次,,
114,私立葛瑞特美語文理短期補習班,2012-05-15,彌陀區中正西路120號1-2樓,1-3樓增設教室8間,糾正件次(列入違規紀錄),2012-06-28,高市教社字第10134405700號
115,私立親子橋文理短期補習班,2012-05-11,仁武區澄合街98號1-2樓,擴大班舍，該班3-4樓及澄合街100號1-4樓增設教室10間；教室人數超過核定容量。,糾正件次(列入違規紀錄),2012-07-03,高市教社字第10134582100號
116,私立薇格文理短期補習班,2012-04-30,路竹區大社路106巷15弄2號、6號各1-2樓,屋後隔間牆打通，6號屋頂加蓋鐵皮屋。,糾正件次(列入違規紀錄),2012-04-30,高市教社字第10134401000號
117,私立笙立文理短期補習班,2011-11-01,三民區建國三路83號6、9樓,學生人數過多,限期改善件次,,
118,私立立航文理短期補習班,2011-11-01,三民區建國三路83號8樓,學生57人,限期改善件次,,
119,私立牛津文理短期補習班青年分班,2011-10-27,鳳山區光復路一段183號1-2樓,增設教室,糾正件次(列入違規紀錄),2011-12-08,高市四維教社字第1000086546號
120,私立牛津文理短期補習班鳳西分班,2011-10-27,鳳山區光華東路155號1-3樓,增設教室,停止招生一個月,2011-12-08,高市四維教社字第1000086545號
121,私立哈佛升學文理短期補習班,2011-10-26,三民區建國三路6號9樓之1、20號9樓之1、3、4,學生人數超過核定容量,限期改善件次,,
122,私立同興升學文理短期補習班,2011-10-26,三民區建國三路83號10樓,教室座位數300個，超過核定容量。,限期改善件次,,
123,私立遠東升學文理短期補習班站前分班,2011-10-26,三民區建國三路6號8樓之1,學生人數過多,限期改善件次,,
124,私立我們的升學文理短期補習班,2011-10-26,三民區建國三路33號2-3樓,學生110人，超過核定容量。,限期改善件次,,
125,私立育生資優文理技藝短期補習班,2011-10-24,三民區莊敬路170號1-3樓,增設教室2間,限期改善,2011-10-24,
126,私立同心文理短期補習班,2011-10-18,鳳山區中山西路262號3-4樓,學生人數超過核定容量,停止招生三個月,2011-12-08,高市四維教社字第1000086462號
127,私立同心文理短期補習班,2011-10-17,鳳山區中山西路262號3-4樓,學生人數超過核定容量,停止招生三個月,2011-12-08,高市四維教社字第1000086462號
128,私立弘學文理短期補習班,2011-10-07,左營區忠言路7號1-3樓、16號1-5樓,忠言路5號未立案違規使用,糾正件次(列入違規紀錄),,
129,私立托圃文理短期補習班,2011-09-21,鳳山區頂庄路313號1-2樓,1-3樓後方各增設教室1間.3樓增設教室2間.4樓增設教室1間,糾正件次(列入違規紀錄),2011-12-08,高市四維教社字第1000086538號
130,私立同心文理短期補習班,2011-09-13,三民區建國三路83號12樓、12樓之1、12樓之2、7樓、4樓、2樓、2樓之1、2、14、85號2樓、12樓、12樓之1,201教室學生248人,限期改善件次,,
131,私立菁樺文理短期補習班,2011-08-22,仁武區仁和南街15號1-2樓,據該班黃先生表示：3樓為午休處所，4樓鐵皮屋供俸神明，未獲允許至3、4樓查察。學生人數超過核定容量。,糾正件次(列入違規紀錄),2011-12-07,創3154
132,私立大東海法商短期補習班高雄分班,2011-08-19,三民區建國二路265號1-4樓,建國二路2635號1-4樓增設教室,糾正件次(列入違規紀錄),,
133,私立小春藤文理短期補習班,2011-08-02,左營區政德路595號1-2樓,教師體罰學生,糾正件次(列入違規紀錄),2011-09-16,高市四維教社字第1000060735號
134,私立彼彼文理短期補習班,2011-07-11,阿蓮區和平路140號2-3樓,擅自遷址,糾正件次(列入違規紀錄),2011-09-16,高市四維教社字第1000060727號
135,私立鴻文升學文理短期補習班,2011-07-11,鼓山區文忠路25號1-2樓,擴大班舍,糾正件次(列入違規紀錄),2011-09-16,高市四維教社字第1000060724號
136,私立智冠文理短期補習班林園分班,2011-06-17,林園區仁愛路131號2~4樓,增設辦公室+擴大教室使用面積,糾正件次(列入違規紀錄),2011-07-13,高市四維教四字第1000043934號
137,私立高碩文理短期補習班,2011-06-16,岡山區岡山鎮校前路16號1-3樓,,限期改善,,
138,私立林肯文理短期補習班,2011-06-14,路竹區信義路525號2樓,擴充班舍,糾正件次(列入違規紀錄),2011-07-20,1000044894
139,私立捷勝文理短期補習班,2011-06-03,鳳山區光復路二段243號地下室、2樓,增設辦公室+教室學生人數超過核定容量,停止招生一個月,2011-07-13,高市四維教四字第1000043943號
140,私立聖芳文理短期補習班,2011-06-03,大社區大新路123號1-3樓,擅自於同址1樓辦公室變更為休息室，2樓增設1間教室，3樓圖書室、休息室變更為2間教室+体罰學生,糾正件次(列入違規紀錄),,
141,私立麥特綸語文技藝短期補習班,2011-06-01,苓雅區林森二路21號6樓,擅自遷址,停止招生六個月,2011-07-13,高市四維教四字第1000043677號
142,私立第五大道文理音樂短期補習班,2011-05-23,鳳山區文化路137號1樓〈增設教室+超收〉,增設教室+教室座位數超過核定容量,糾正件次(列入違規紀錄),2011-07-14,高市四維教四字第1000044199號
143,私立豐群文理短期補習班,2011-05-19,鳳山區福德街130號1-4樓,增設教室+教室座位數超過核定容量,糾正件次(列入違規紀錄),2011-07-14,高市四維教四字第1000044375號
144,私立建和文理短期補習班,2011-05-17,燕巢區中西路70巷65弄2號1-3樓,現為住家,公告撤銷立案,2011-07-05,1000042370
145,私立學儒文理短期補習班,2011-05-10,三民區建國二路198號9樓之1、2、10樓之1、2,擅自於同址7、8、11、12、13樓增設教室7間，地下室增建視聽教室1間，與規定不符。,停止招生一個月,,高市四維教社字第1000045037號
146,私立英才文理技藝短期補習班,2011-05-04,仁武區八德一路418、420號各1-2樓,擅自於仁武區八德一路418號3樓增設2間教室，1樓屋後增設2間教室，與規定不符。,糾正件次(列入違規紀錄),2011-06-09,高市四維教社字第1000035829號
147,私立南華語文短期補習班,2011-05-03,苓雅區中山二路507號2樓,增設教室,糾正件次(列入違規紀錄),100-06-07,高市四維社教字第1000035680號
148,私立集英堂美語文理短期補習班,2011-04-26,仁武區仁和街101號1-4樓,體罰學生,糾正件次(列入違規紀錄),,
149,私立史丹佛美語短期補習班,2011-04-18,岡山區竹圍東街36號3樓,,糾正件次(列入違規紀錄),,
150,私立吉尼士外語短期補習班,2011-04-12,林園區仁愛路223號、225號1-4樓,仁愛路223.225號1-4樓打通,糾正件次(列入違規紀錄),100-06-09,高市四維社教字第1000036041號
151,私立首相文理短期補習班,2011-03-31,大寮區山頂村山頂路85號1-2樓及夾層,增設教室,糾正件次(列入違規紀錄),2011-05-12,高市四維社教字第1000029348號
152,私立牛津文理短期補習班鳳西分班,2011-03-30,鳳山區光華東路155號1-3樓,增設教室,糾正件次(列入違規紀錄),2011-05-11,高市四維社教字第1000028414號
153,私立麥特綸語文技藝短期補習班,2011-03-29,苓雅區林森二路21號6樓,擅自遷址,停止招生三個月,,
154,私立牛津外語短期補習班,2011-03-29,三民區自由一路40號1-3樓；三民區自由一路42號1-4樓,40號1樓鐵皮屋及40、42號5樓違建，另增設教室2間。,糾正件次(列入違規紀錄),,
155,私立哈佛升學文理短期補習班,2011-03-29,三民區建國三路6號9樓之1、20號9樓之1、3、4,增設902教室,糾正件次(列入違規紀錄),,
156,私立弘學文理短期補習班,2011-03-29,左營區忠言路7號1-3樓、16號1-5樓,擅自擴充班舍忠言路5號1-3樓,糾正件次(列入違規紀錄),,
157,私立遠東升學文理短期補習班站前分班,2011-03-29,三民區建國三路6號8樓之1,增設教室1間,糾正件次(列入違規紀錄),,
