序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
315,私立百傑文理短期補習班,2005-12-10,三民區義華路340號1-2樓,該班擅自擴大班舍於三民區義華路340號3-5樓，增設教室4間；義華路346號1-4樓，增設教室5間，違規使用暨擅自增設作文科，與規定不符。,糾正件次(列入違規紀錄),2005-01-04,高市教四字第0950000603號
316,私立弘學文理短期補習班,2005-09-29,左營區忠言路7號1-3樓,於左營區忠言路5、16號增設教室8間。,停止招生三個月,2005-10-20,高市教四字第0940036651號
317,私立宇暘外語短期補習班,2005-09-29,左營區明華一路169號1-4樓,班牌已「宇暘外語學苑」，未依規定懸掛立案證書。,限期改善件次,2005-10-17,高市教四字第0940036140號
318,私立金博士文理技藝短期補習班,2005-09-22,左營區重上街249號1-3樓,違規使用重上街248號1-2樓，增設教室3間,停止招生一個月,2005-10-17,高市教四字第0940036126號
319,私立學優生文理短期補習班,2005-09-22,左營區文萊路286號1-3樓,2樓教室〈〉系打通牆壁違規使用金博士文理技藝補習班之教室；交通車請勿超載。,糾正件次(列入違規紀錄),2005-10-17,高市教四字第0940036134號
320,私立嘉言文理短期補習班,2005-09-08,左營區華夏路236號1-3樓,違規使用華夏路234號2樓教室2間,限期改善件次,2005-10-17,高市教四字第0940036138號
321,私立百識文理短期補習班,2005-09-08,鼓山區華夏路178號1樓,擅自增設教室3間,糾正件次(列入違規紀錄),2005-10-17,高市教四字第0940036213號
322,私立力新文理短期補習班,2005-09-06,三民區義發路32號1-3樓,班牌與班名不符。,限期改善件次,2005-10-17,高市教四字第0940036136號
323,私立高宏文理短期補習班,2005-08-19,三民區自由一路64號1-2樓,擴大班舍,限期改善件次,2005-09-14,高市教四字第0940031624號
324,私立金博士文理技藝短期補習班,2005-06-08,左營區重上街249號1-3樓,擅自增設分教室，於重上街249號1-3樓增設教室3間。,糾正件次(列入違規紀錄),2005-07-11,高市教四字第0940023618號
325,私立快樂童年外語短期補習班,2005-06-02,三民區大豐二路143號1-2樓,改善中,限期改善期限未滿。,2005-06-02,高市教四字第0940018469號
326,私立譚老師升學文理短期補習班,2005-04-28,左營區華夏路256號3樓,左營區華夏路256號3樓違規使用。,停止招生三個月,2005-06-02,高市教四字第0940018466號
327,私立超博士文理短期補習班,2005-02-23,左營區民族一路951號1-2樓、夾層,擅自於民族1路949號違規增設教室。,糾正件次(列入違規紀錄),2005-03-25,高市教四字第0940009694號
328,許老師文理補習班,2004-11-22,三民區鼎貴路200號5樓〈左營區文慈路192號〉,擅自遷址至左營區文慈路192之1號1-3樓，設教室4間。,限期改善件次,2004-12-28,高市教四字第0930042421號
329,私立立家文理短期補習班,2004-11-12,三民區大昌一路221號1，3，4樓,擅自擴大班舍，於同址2樓增設教室3肩，違規使用、教室面積未達每名學生1.5平方公尺。,糾正件次(列入違規紀錄),2004-11-30,高市教四字第0930038677號
330,私立成佑外語短期補習班,2004-10-06,三民區應安街237號1-2樓,班牌以「友仁美語文理補習班」懸掛，擅自增加心算科。,糾正件次(列入違規紀錄),2004-10-28,高市教四字第0930036402號
331,私立麥特綸語文技藝短期補習班,2004-08-11,苓雅區林森二路21號6樓,擅自遷址,限期改善件次,2004-08-30,高市教四字第0930026328號
332,私立慧橋文理電腦短期補習班,2004-08-05,三民區義德路69號1-3樓,班名未依規定書寫。,糾正件次(列入違規紀錄),2004-09-01,高市教四字第0930026649號
333,私立學廬文理短期補習班,2004-07-12,三民區建國二路198號1-2樓,同址3-8樓、12樓擅自擴大班舍,糾正件次(列入違規紀錄),2004-08-06,高市府教四字第0930041378號
334,私立麥特綸語文技藝短期補習班,2004-01-29,苓雅區林森二路21號6樓,擅自遷址,糾正件次(列入違規紀錄),2004-02-12,高府市教四字第093007994號
335,私立弘學文理短期補習班,2003-05-26,左營區忠言路7號1-3F,該班招牌以「弘學文理補習班/弘學安親課輔學苑/弘學文教機構」懸掛。２該班擅自於左營區忠言路五號一至三樓及忠言路十六號一至四樓擴大違規使用。設教室計十二間及一間遊戲室，其中遊戲室，有十二名學童正在看電視。３該班擅自於忠言路十六號懸掛大型招牌│「弘學文教機構」，涉嫌危及公共安全設施。,停止招生一個月,2003-06-12,高市府教四字第0920032122號函
1,私立汶舉文理短期補習班五福分班,2024-04-29,鳳山區福德街143巷46號1-2樓,擅自擴大班舍、學生人數超過規定容量,限期改善件次,2024-05-24,"高市教社字第 11333887000號"
2,私立千弦爵士鋼琴音樂藝術短期補習班,2024-04-17,三民區民族一路543巷32號1-2樓,擅自擴大班舍,限期改善件次,2024-05-28,高市教社字第11334083500號
3,私立勤麗園文理短期補習班,2023-07-18,前鎮區鎮洋路22、26號1-2樓,擅自增設辦理科目及擴充班舍,停止招生一個月,2023-08-24,"高市教社字第11236303600 號"
4,私立力祥文理短期補習班,2022-02-08,楠梓區新昌街38號1樓,兒少通報案件查察，另增設教室。,限期改善件次,2022-08-26,高市教社字第11136477600號
7,私立恆宇外語短期補習班,2018-11-29,前鎮區福祥街106號1-2樓,擴大班舍,停止招生一個月,2019-01-18,"高市教社字第10830379500  號"
1,私立綠野文理短期補習班,2024-06-27,鳥松區澄明街202號1樓,其他班務違規(交通車未核備),限期改善件次,2024-07-30,高市教社字第11335736000號
2,私立李哲雙語教育文理短期補習班,2024-06-13,苓雅區光華一路148之87、148之86號1-2樓,其他班務違規(交通車未核備),限期改善件次,2024-06-21,高市教社字第11334606500號
2,私立吉立登文理短期補習班,2024-06-03,大寮區翁園路13巷2號1-2樓,學生人數超過規定容量,限期改善件次,2024-08-28,高市教社字第11336640100號
1,私立學進文理短期補習班,2024-12-13,旗山區中山南街118號1-2樓、120號1-4樓,"118號3-4樓各增設1   間教室",限期改善件次,2025-01-14,高市教社字第11430251300號
2,私立汶舉文理短期補習班五福分班,2024-11-27,鳳山區福德街143巷46號1-2樓,2樓教室3間(2間沒有學生)，使用中的教室原核准人數為8位學生，該教室當天上課人數為16位學生，逾核准人數8位學生；另3樓擅自增設2間教室，學生人數各為12、24位學生，4樓擅自增設1間教室，學生人數為16位學生，其學生人數超過規定容量及擅自擴充班舍不符規定。,停止招生一個月,2024-12-30,"高市教社字第11340178500  號"
3,私立高如文理短期補習班青年分班,2024-11-16,鳳山區光復路一段130號1-2樓、132號1-2樓、138號1-2樓、120巷24號1樓,138號2樓擅自增設1間教室及擅自增設高中國文科，其擅自擴充班舍及增設科目不符規定。,限期改善件次,2024-12-30,"高市教社字第11340178600  號"
4,私立瑜瑛文理短期補習班,2024-11-13,鳳山區新富路210號1-2樓,2樓擅自增設4間教室，其擅自擴充班舍不符規定。,限期改善件次,2024-12-30,"高市教社字第11340177400  號"
5,私立博聖文理短期補習班,2024-11-12,鳳山區新強路265號3-4樓、新富路251號1-4樓,"265號5樓擅自增設2間教室，學生人數共   25位學生，其擅自擴充班舍不   符規定。",限期改善件次,2024-12-30,"高市教社字第11340179700  號"
6,私立加楓文理短期補習班,2024-10-17,鳳山區甲智路59號1-4樓,"2 樓1 間教室擅自變更為2 間，3 樓2 間教室原核准人數各 為8、26 位學生，該教室當天上 課人數各為14、33 位學生，分 別逾核准人數各6、7 位學生； 另5 樓擅自增設3 間教室，學生 人數各為34、10、15 位學生， 其學生人數超過規定容量及擅 自擴充班舍不符規定，核予規定 不符。",限期改善件次,2024-11-26,"高市教社字第 11339258500號"
6,私立文崋文理短期補習班,2024-10-24,小港區桂華街436號1-4樓,其他班務違規(交通車未核備),限期改善件次,2024-11-26,高市教社字第11339385300號
8,私立汶舉文理短期補習班五福分班,2024-07-09,鳳山區福德街143巷46號1-2樓,"2 樓1 間教室上課人 數為19 位學生，已逾核准每班 人數8 名，該班學生人數超過 規定容量，核與規定不符。",限期改善件次,2024-09-02,"高市教社字第11336758300  號"
1,私立錦霖文理短期補習班,2025-01-02,左營區自由四路170號1-3樓,4-5樓增設教室4間，1.國二理化13人，另1間無使用，2.國三理化4人，另1間無使用。請立即停止使用，黑板拆卸、桌椅堆置。,限期改善件次,2025-02-17,高市教社字第11431197800號
1,私立大樹文理短期補習班,2025-02-25,鳳山區文中街229號1-2樓,其他班務違規(交通車未核備),限期改善件次,2025-03-21,高市教社字第11432227400號
5,私立成就非凡文理技藝短期補習班楠梓分班,2024-11-28,楠梓區創新路809號4樓,其他班務違規(交通車未核備),限期改善件次,2025-03-21,高市教社字第1143229700號
11,私立龍德文理短期補習班,2024-09-19,鼓山區龍德路377號1-2樓、380號1-2樓及夾層,其他班務違規(交通車未核備),限期改善件次,2025-03-21,高市教社字第11432234500號
5,私立龍德文理短期補習班,2024-11-13,鼓山區龍德路377號1-2樓、380號1-2樓及夾層,其他班務違規(交通車未核備),限期改善件次,2025-04-11,高市教社字第11432789900號
1,私立汶舉文理短期補習班漣陞分班,2025-03-19,鳳山區五甲三路197巷16號1-2樓,1樓增設2間教室及2樓教室學生超過規定容量,限期改善件次,2025-04-23,高市教社字第11433134800號
2,私立加楓文理短期補習班,2025-03-05,鳳山區甲智路59號1-4樓,4樓教室學生超過規定容量,限期改善件次,2025-04-29,高市教社字第11433321800號
1,私立高名文理短期補習班國昌分班,2025-04-10,楠梓區德民路999之2、之5號1-4樓,其他班務違規(交通車未核備),限期改善件次,2025-05-09,高市教社字第11433596500號
2,私立楠一文理短期補習班,2025-04-10,楠梓區軍校路937、939號1-5樓,其他班務違規(交通車未核備),限期改善件次,2025-05-09,高市教社字第11433595100號
5,私立力邦文理短期補習班,2025-02-17,楠梓區後昌路1285號3樓、楠梓區興文街9號1-4樓,3樓1間教室逾核准每班人數9人，3樓及4樓各增設1間教室，擅自擴充班舍及學生人數超過規定容量,限期改善件次,2025-05-08,高市教社字第11433536000號
6,哈佛教育股份有限公司附設高雄市哈佛文理短期補習班,2025-02-08,三民區建國三路113號1-2樓、111號5樓之1及7樓之1、2、3,違規聘請公私立學校代理教師為教學人員,糾正件次(列入違規紀錄),2025-05-07,"高市教社字第11433496500 號"
4,私立汶舉文理短期補習班福誠分班,2025-03-26,鳳山區忠誠路50號1-2樓,2樓增設教室1間、3樓及4樓各增設教室2間,限期改善件次,2025-05-28,高市教社字第11434118700號
5,鼎桓教育事業有限公司附設汶舉文理短期補習班,2025-03-26,鳳山區林森路196號1-3樓,2樓增設教室1間,限期改善件次,2025-05-28,高市教社字第11434118800號
7,私立錦霖文理短期補習班,2025-02-24,左營區自由四路170號1-3樓,4-5樓各增設教室1間，各有12名學生及9名學生正在上課。,停止招生一個月,2025-05-28,高市教社字第11434121600號
1,私立大樹文理短期補習班,2025-06-03,鳳山區文中街229號1-2樓,其他班務違規(交通車未核備),限期改善件次,2025-06-24,高市教社字第11434930300號
2,私立樂文文理短期補習班,2025-05-27,鳳山區大東二路114號1-4樓,其他班務違規(交通車未核備),限期改善件次,2025-06-25,高市教社字第11434941500號
3,私立葳林文理技藝短期補習班,2025-05-27,鳳山區光華東路165號1-4樓,其他班務違規(交通車未核備),限期改善件次,2025-06-20,高市教社字第11434800800號
4,私立吉尼士文理短期補習班,2025-05-27,鳳山區中山東路17-2號1-3樓,其他班務違規(交通車未核備),限期改善件次,2025-06-20,高市教社字第11434800500號
7,私立第五大道文理技藝短期補習班,2025-04-29,鳳山區文化西路55號1-2樓,其他班務違規(交通車未核備),限期改善件次,2025-06-03,高市教社字第11434238100號
1,何嘉仁文教事業股份有限公司附設高雄市私立何嘉仁高大文理短期補習班,2025-06-05,楠梓區大學東路212號1-3樓,其他班務違規(交通車未核備),限期改善件次,2025-07-15,高市教社字第11435488800號
4,私立奇翔文理短期補習班,2025-04-16,鼓山區美術東三路102號1樓,當日補習班現場2樓確有違規增設2間教室，3樓增設2間教室，4樓增設1間教室,限期改善件次,2025-07-14,高市教社字第11435416700號
