序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
11,私立津煜美語電腦短期補習班,2019-07-10,中壢區金鋒街15號1-2樓及3號1-2樓,一、本府補習班稽查小組於106年7月26日查獲「班舍地址不符(立案核准班址15號1-2樓及3號1-2樓，違規使用15號3樓及17號3-4樓)、營業性質不符(兼營兒童課後照顧服務等非屬補習業務)」等班務缺失屬實，經以106年9月14日府教終字第1060218893號函限期改善。二、復經108年7月10日複查仍查有「班舍地址不符(立案核准班址15號1-2樓及3號1-2樓，違規使用15號3樓及17號4樓)、營業性質不符(兼營兒童課後照顧服務等非屬補習業務)」等缺失屬實。因屆期未改善且涉及場所公安與違規經營影響民眾安全及權益，是以認定情節重大。三、另查有招牌名稱不符規定(「津華」與原立案核准班名大小比例不符規定)、擅自增設安親、課輔及文理(國中)類科、教室間數不符(擅自擴充班舍3樓2間、4樓4間)、未落實定型化契約、線上未更新教職員、未見個資維護計畫。,停止招生三個月,2019-07-18,府教終字第1080177250號裁處書
12,私立育昇文理短期補習班,2019-06-12,桃園區陽明9街45號及47號1至2樓,一、本府補習班稽查小組於107年12月26日查獲「未經核准擅自擴充班舍(45號及47號3樓)及增設教室(立案核准2間，現場7間)」等班務缺失屬實，以108年1月2日府教終字第1070329208號函請限期改善。二、復經本府補習班稽查小組於108年6月12日複查，仍查有「未經核准擅自擴充班舍(45號及47號3樓)及增設教室(立案核准2間，現場7間)」等班務缺失屬實。因屆期未見改善且案涉公共安全疑慮，是以認定情節重大。三、另查有收據不符、未見公安保險證明、未落實定型化契約、未見個資維護計畫、未線上更新教職員、未登錄履約保證機制。,停止招生三個月,2019-06-27,府教終字第1080155811號裁處書
13,***私立新台大數學短期補習班,2019-05-22,中壢區龍東路257號2樓,一、本府補習班稽查小組於107年4月11日查獲「班舍地址不符(立案核准班址為龍東路257號2樓，擅自遷至龍東路410號1-3樓)」等班務缺失屬實，經107年5月2日府教終字第1070101357號裁處書，處分限期改善。二、本府補習班稽查小組復於108年5月22日前往復查仍查有該項班務缺失屬實。因屆期而未改善，且涉及場所公共安全，據以認定情節嚴重。三、另查有未登錄履約保證機制、線上未更新教職員。,停止招生三個月,2019-05-27,府教終字第1080129834號裁處書
14,私立菁華文理短期補習班,2019-05-02,桃園市桃園區中山北路41號2樓,一、本府於106年11月15日查有「班舍地址不符(擅自遷至中山北路42號2樓)」等相關班務缺失，經以107年2月27日府教終字第1070044104號函限期整頓改善。二、復經108年5月2日複查，仍查有未經核准擅自遷址班務等缺失屬實。因屆期未改善且涉及公共安全，據以認定情節重大。三、另查有未登錄履約保證機制、線上未更新教職員。,停止招生三個月,2019-05-16,府教終字第1080118185號裁處書
15,私立新璇龍美語數學短期補習班,2018-12-14,楊梅區瑞福街122號2-4樓,一、本府補習班稽查小組於107年9月12日查獲「班舍地址不符(違規使用1樓)及營業性質不符(兼營兒童課後照顧服務)」等班務缺失屬實，經107年10月19日府教終字第1070258926號裁處書，處分限期改善。二、本府補習班稽查小組復於107年12月14日前往復查仍查有前開班務缺失屬實。因屆期而未改善，且涉及場所公共安全，據以認定情節嚴重。,停止招生三個月,2018-12-25,府教終字第1070320364號裁處書
16,私立愛迪兒英語會話短期補習班,2018-10-12,蘆竹區五福一路196號3樓,一、本府補習班稽查小組於107年1月31日查有「擅自增設教室、營業性質不符(兼營兒童課後照顧服務等非屬補習班業務)」等相關班務缺失屬實，經以107年3月15日府教終字第1070058801號函限期改善限期。二、復經107年10月12日複查仍查有「擅自增設教室、營業性質不符(兼營兒童課後照顧服務等非屬補習業務)」等缺失屬實。因屆期未改善且涉及公安與民眾權益，據以認定情節重大。三、另查有招生文宣不符(以學校名義招生)、收據不符規定、未落實定型化契約、未見個資維護計畫、線上未更新教職員。,停止招生三個月,2018-10-19,府教終字第1070263513號裁處書
17,私立獅王語文數學短期補習班,2018-09-19,龍潭區龍星村11鄰東龍路92號1-3F,一、本府補習班稽查小組於107年7月4日查有「營業性質符(兼營兒童課後照顧服務等非屬補習業務)」之班務缺失屬實，經以107年8月2日府教終字第1070192509號裁處書處分限期改善。二、復經107年1月3日複查仍查有「營業性質不符(兼營兒童課後照顧服務等非屬補習業務)」之班務缺失屬實。因屆期未見改善作為且涉及違規經營影響民眾合法權益，是以認定情節嚴重。三、另查有「班舍地址不符(違規使用90號2樓)、立案證書未懸掛正本、擅自增設教室(92號1樓2間、90號2樓1間)、收據不符規定、線上未更新教職員、交通車未核備。,停止招生三個月,2018-10-24,府教終字第1070268472號裁處書
18,私立傑瑞語文短期補習班,2018-06-07,桃園區文中路109號1-2樓,一、本府補習班稽查小組於106年10月23日查有「班舍地址不符(違規使用3-4樓)、擅自增設教室、營業性質不符(兼營兒童課後照顧服務等非屬補習業務)」等相關班務缺失屬實，經以106年12月27日府教終字第1060312660號函限期改善。二、復經107年6月7日複查仍查有「班舍地址不符(違規使用3-5樓)、擅自增設教室」等缺失屬實。因屆期未改善且涉及公安與民眾權益，據以認定情節重大。三、另查有收據不符規定。,停止招生三個月,2018-07-02,府教終字第1070160539號裁處書
19,私立新璇龍美語數學短期補習班,2018-01-03,楊梅區瑞福街122號2-4樓,一、本府補習班稽查小組於106年1月11日查有「班舍地址不符(違規使用1樓)、營業性質符(兼營兒童課後照顧服務等非屬補習班業不務)」等相關班務缺失屬實，經以106年3月21日府教終字第1060064799號函限期改善限期。二、復經107年1月3日複查仍查有「班舍地址不符(違規使用1樓)、營業性質符(兼營兒童課後照顧服務等非屬補習班業不務)」等缺失屬實。因屆期未改善且涉及場所公安與違規經營，據以認定情節重大。三、另查有「設立類科不符、教室間數不符(立案4間，現場11間)、超收、收據不符規定、未見個資維護計畫。,停止招生三個月,2018-02-26,府教終字第1070041266號裁處書
20,私立學堡美語文理音樂短期補習班,2017-08-23,平鎮區中豐路南勢二段297號1-3樓,"一、本府補習班稽查小組於106年5月10日前往複查違規屬實，爰以106年6月27日府教終字第1060145431號裁處書，予以停止招生3個月處分在案。 二、本府補習班稽查小組於106年8月23日再次前往現場複查缺失改善情形及是否於停招期間違規招生，再次查獲擅自擴充班舍及營業性質不符之違規屬實，為維護民眾安全及權益，爰依規定續處停止招生6個月處分。",停止招生六個月,2017-10-16,府教終字第1060239213號裁處書
21,私立聖芬騰美語短期補習班,2017-06-28,平鎮區廣泰路227號1-5樓,"一、本府補習班稽查小組於106年4月12日查獲貴班有未經核准擅自擴充班舍(立案班址為廣泰路227號1至5樓，違規使用223號1至2樓)及營業性質不符(涉及兼辦兒童課後照顧服務等非屬補習業務)等班務缺失屬實，爰依補習及進修教育法第25條規定，以106年6月3日府教終字第1060128451號函，予以限期整頓改善。 二、復經本府補習班稽查小組於106年6月28日複查，仍查有未經核准擅自擴充班舍及營業性質不符等缺失未見改善，因案涉場所公共安全之疑慮，影響學生安全及權益甚鉅，是以認定情節重大，復依補習及進修教育法第25條規定，予以停止招生3個月處分。",停止招生三個月,2017-07-13,府教終字第1060164488號裁處書
22,私立學堡美語文理音樂短期補習班,2017-05-10,平鎮區中豐路南勢二段297號1-3樓,"一、本府補習班稽查小組於105年11月30日查獲貴班未經核准擅自擴充班舍(立案核准為中豐路南勢二段297號1至3樓，違規使用301號1至3樓)及營業性質不符(涉及兼辦兒童課後照顧服務等非屬補習業務)等班務缺失屬實，前經本府依補習及進修教育法第25條規定，以106年1月18日府教終字第1060014139號函，予以限期整頓改善在案。 二、本府補習班稽查小組於106年5月10日複查，仍查有前開未經核准擅自擴充班舍及營業性質不符等缺失未見改善，因案涉場所公共安全之疑慮，影響學生安全及權益甚鉅，是以認定情節重大，復依補習及進修教育法第25條規定，予以停止招生3個月處分。",停止招生三個月,2017-06-27,府教終字第1060145431號裁處書
23,私立小作家創意作文語文短期補習班,2016-06-01,中壢區成都路30號1-2樓,一、本府補習班稽查小組於103年10月27日查獲「擅自擴充班舍(立案核准1-2樓，違規使用3-4樓)」之班務缺失屬實，前經本府以103年11月5日府教終字第1030271755號裁處書，處分停止招生3個月並命限期改善。二、本府補習班稽查小組於105年6月1日前往複查，再次查獲「擅自擴充班舍」之班務缺失屬實，因屆期未改善且涉及公安與嚴重影響民眾權益，據以認定情節重大。,停止招生六個月,2016-06-24,府教終字第1050151979號裁處書
24,私立大業喬陽文理美語短期補習班,2015-05-01,桃園區民光東路264號1樓及夾層、268號1樓及夾層,一、本府補習班稽查小組於103年6月18日查獲「營業性質不符(兼營兒童課後照顧服務」等班務缺失屬實，以103年6月27日府教終字第1030152623號函請限期改善。二、本府補習班稽查小組於104年5月1日再次查獲「營業性質不符(兼營兒童課後照顧服務」等班務缺失屬實，因屆期而未改善且影響民眾權益。,停止招生三個月,2015-06-25,府教終字第10401593683號裁處書
25,私立冠軒美語珠算短期補習班,2015-05-01,桃園區上海路117號1-4樓,一、本府補習班稽查小組於103年6月9日查獲「營業性質不符(兼營兒童課後照顧服務」等班務缺失屬實，以103年6月27日府教終字第1030152903號函請限期改善。二、本府補習班稽查小組於104年5月1日再次查獲「營業性質不符(兼營兒童課後照顧服務」等班務缺失屬實，因屆期而未改善且影響民眾權益。,停止招生三個月,2015-06-25,府教終字第10401593682號裁處書
26,私立加斯德珠心算短期補習班,2015-05-01,桃園區同德七街114號2-4樓,一、本府補習班稽查小組於103年4月2日查獲營業性質不符(兼營兒童課後照顧服務)等班務缺失屬實，經以103年4月18日府教終字第1030088017號函請改善。二、復經本府補習班稽查小組於104年5月1日前往複查，仍查有營業性質不符(兼營兒童課後照顧服務)之班務缺失屬實，因屆期未改善且影響民眾權益。,停止招生三個月,2015-06-25,府教終字第10401593681號裁處書
27,私立美寶美語短期補習班,2015-04-27,平鎮區復旦路二段211巷27號1-2樓,一、本府補習班稽查小組於103年4月18日查獲「營業性質不符(兼營兒童課後照顧服務」等班務缺失屬實，以103年4月30日府教終字第1030009548號函請限期改善。二、本府補習班稽查小組於104年4月27日再次查獲「營業性質不符(兼營兒童課後照顧服務」等班務缺失屬實，已逾改善期限而未改善。,停止招生三個月,2015-06-25,府教終字第1040159368號裁處書
28,私立冠岑文理短期補習班,2015-02-04,中壢區文化路357號2樓,班舍地址不符(立案文化路357號2樓，違規使用349號2樓),公告撤銷立案,2015-02-10,府教社字第1040035463號
29,私立佳育美語短期補習班,2015-01-21,中壢區中央西路2段106號1-4樓,班舍地址不符(立案106號1~4樓，違規使用108-1號1~2樓),公告撤銷立案,2015-02-11,府教終字第10400031171號
30,私立小作家創意作文語文短期補習班,2014-11-05,中壢區成都路30號1-2樓,一、本府補習班稽查小組於103年9月17日查獲「擅自擴充班舍(立案核准1-2樓，違規使用3-4樓)」等班務缺失屬實，以103年9月22日府教終字第10300230663號函請限期改善。二、本府補習班稽查小組於103年10月27日前往複查，再次查獲「擅自擴舍班舍」等班務缺失屬實，因屆期未改善且涉及公安與影響民眾權益，據以認定情節嚴重。三、另查有「立案證書未懸掛於明顯處，營業性質不符(兼營兒童課後照顧服務)，設立類科不符，未經核准擅自增班(2樓2間，3樓2間，4樓3間)，招生簡章不符規定，收據不符規定，未落實定型化契約，未見設立基金存款證明，未見教職員工履歷造冊及無刑事紀錄證明」。,停止招生三個月,2014-11-05,府教終字第1030271755號裁處書
31,私立佳育美語短期補習班,2014-10-02,中壢市中央西路2段106號1-4樓,班舍地址不符(立案中央西路二段106號1-4樓，違規使用108號1-2樓)，立案證書未懸掛正本，營業性質不符(兼營兒童課後照顧服務)，設立類科不符，未經核准擅自增班(106號2樓1間、4樓2間；108號2樓5間)，未落實定型化契約，未見設立基金存款證明，未見教職員工履歷造冊及無刑事紀錄證明,停止招生三個月,103-10-20,府教終字第1030258297號
32,私立小飛象文理珠心算美語短期補習班,2014-09-09,大溪鎮文化路245號1至2樓,營業性質不符(兼營兒童課後照顧服務)，設立類科不符，收據不符規定，未落實定型化契約，未見設立基金存款證明，未見教職員工履歷造冊及無刑事紀錄證明；教師不得體罰學生,限期改善件次,2014-09-11,府教終字第1030220622號
33,私立達欣美語作文文理短期補習班,2014-08-27,中壢市中央西路二段94號1樓,立案中央西路二段94號1樓，違規使用94號2樓及96號1-2樓,停止招生三個月,2014-09-16,府教終字第1030220675號裁處書
34,私立同德文理美語短期補習班,2014-08-20,桃園市中埔6街50號1樓,立案證書未懸掛正本，營業性質不符(兼營兒童課後照顧服務)，未經核准擅自增班(1間)，設立類科不符，招生簡章不符規定(安親、正音、圍棋)，收據不符規定，未落實定型化契約，未見設立基金存款證明，未見教職員工履歷造冊及無刑事紀錄證明,糾正件次(列入違規紀錄),2014-09-03,府教終字第1030208591號
35,私立立育文理語文短期補習班,2014-08-20,桃園市永安北路396號1-2樓,未經核准擅自遷址至桃園市南平路502號2樓,限期改善件次,2014-08-27,府教終字第1030208546號
36,私立立林美語文理短期補習班,2013-06-05,楊梅區大同里新農街155號4樓,一、本府補習班稽查小組於102年3月8日第1次查獲「設立類科不符(兼營兒童課後照顧服務」等班務缺失屬實，以102年3月12日府教終字第1020059932號函請限期1個月內改善。二、本府補習班稽查小組復於102年4月22日第2次前往復查仍未改善，再以102年4月26日府教終字第1020101854號函請限期1個月內改善。經102年6月5日複查仍查有該項班務缺失屬實。,停止招生三個月,2013-06-12,府教終字第1020145416號裁處書
37,私立勝豐美語珠心算短期補習班,2012-01-09,楊梅鎮埔心里新興街35號1樓及41號1樓,收據不符規定、未落實定型化契約,限期改善件次,2012-01-30,府教終字第1010023226號
38,私立奎昇語文短期補習班,2012-01-04,中壢市福州二街64號1-3樓,立案證書未懸掛明顯處、未見公安申報書、未落實定型化契約,限期改善件次,2012-01-30,府教終字第1010023170號
39,私立昊亮文理語文短期補習班,2012-01-02,桃園市中華路33號8樓之1及8樓之2,私自增班(5樓)、收據不符規定、未落實定型化契約,限期改善件次,2012-01-17,府教終字第1010016399號
40,私立佳祥文理短期補習班,2011-12-14,桃園市國豐三街13、15號5樓,立案證書未懸掛正本、未落實定型化契約,限期改善件次,2012-01-05,府教終字第1010006094號
41,私立快樂斑比美語數學短期補習班,2011-12-09,八德市永豐路572巷6號2樓,立案證書未懸掛明顯處、收據不符規定、未落實定型化契約,限期改善件次,2012-01-04,府教終字第1010000243號
42,私立培瑞語文短期補習班,2011-12-09,大園鄉中正東路103號3樓,違規安親、立案證書未懸掛、收據不符規定、未落實定型化契約,限期改善件次,2011-12-26,府教終字第1000544217號
43,私立小學士美語短期補習班,2011-11-25,中壢市博愛三路25號1-3樓,違規安親,限期改善件次,2011-12-08,府教終字第1000516040號
44,私立達福美語短期補習班,2011-11-25,中壢市中豐路17號1-2樓,違規安親、未落實定型化契約,限期改善件次,2011-12-08,府教終字第1000514838號
45,私立建成文理語文短期補習班,2011-11-09,平鎮市長沙街46巷35號1至3樓,未落實定型化契約,限期改善件次,2011-11-24,府教終字第1000482178號
46,社團法人中國青年救國團桃園縣團務指導委員會附設私立語文技藝短期補習班,2011-11-07,桃園市成功路2段7號9-14樓,未見立案證書，未落實定型化契約,限期改善件次,2011-11-24,府教終字第1000482173號
47,私立方圓語文珠心算短期補習班,2011-11-04,蘆竹鄉奉化路52號1-4樓,違規安親、收據不符規定、未落實定型化契約,限期改善件次,2011-11-17,府教終字第1000471493號
48,私立經緯文理美語短期補習班,2011-11-02,八德市永豐路601號1-2樓,立案證書未懸掛、廣告招牌及收據不符規定、未落實定型化契約,限期改善件次,2011-11-11,府教終字第1000462958號
49,私立吳老師文理短期補習班,2011-11-02,八德市高城8街31-1號1-4樓,違規安親，未落實定型化契約,限期改善件次,2011-11-10,府教終字第1000460081號
50,私立佳育美語短期補習班,2011-10-21,中壢市中央西路2段106號1-4樓,違規安親，106擅自增班.108號未立案，收據不符，未落實定型化契約,限期改善件次,2011-11-02,府教終字第1000448128號
51,私立迪卡爾美語文理短期補習班,2011-10-12,大溪鎮僑愛一街2巷2號1-2樓,"違規安親,收據不符規定,立案證書未懸掛,未落實定型化契約",限期改善件次,2011-10-20,府教終字第1000430465號
52,私立芸瀚英語短期補習班,2011-10-07,桃園市延平路102號1至3樓,未落實定型化契約,糾正件次(列入違規紀錄),2011-10-14,府教終字第1000421297號
53,私立高階得人文理短期補習班,2011-10-07,桃園市大興路245號1樓,,限期改善件次,2011-10-12,府教終字第1000416370號
54,私立育才文理美語短期補習班,2011-10-03,八德市廣福路20巷12號1，2樓,定型化契約不符合規定,限期改善件次,2011-10-12,府教終字第1000415989號
55,私立偉文文理短期補習班,2011-09-29,中壢市中央西路一段1號7樓,4樓未立案,限期改善件次,2011-09-29,府教終字第1000396678號
56,私立達欣美語作文文理短期補習班,2011-09-23,中壢市中央西路二段94號1樓,廣告招牌與立案不符,限期改善件次,2011-09-28,府教終字第1000394849號
57,私立三元文理短期補習班,2011-09-23,中壢市中央西路一段1號10樓之1、之2,12樓未立案,限期改善件次,2011-09-29,府教終字第1000396676號
58,私立幼屋珠算短期補習班,2011-09-14,平鎮市新光路50號1，2樓,違規安親,限期改善件次,2011-09-23,府教終字1000387734號
59,私立德育語文數學短期補習班,2011-01-12,大溪鎮埔頂路二段102號1-4樓,違規安親、立案證書未懸掛、收據不符、未見設班基金、未落實定型化契約,限期改善件次,,
60,私立君培爾美語珠心算短期補習班,2010-12-22,中壢市仁德五街9-3號1樓,違規安親,限期改善件次,,
61,私立向陽美語珠心算短期補習班,2010-12-15,桃園市延平路九二八號一至三樓,違規安親、退費規定不符、立案證書未懸掛、未落實定型化契約,限期改善件次,,
62,私立建德美語短期補習班,2010-12-15,桃園市延平路236號,違規安親、私自增班、立案證書未懸掛、收據不符規定、未落實定型化契約,限期改善件次,,
63,私立必勝文理短期補習班,2010-12-15,桃園市大豐里延平路232號1樓,類科不符、私自增班、立案證書未懸掛、設班基金不符、未見公共安全責任險、未落實定型化契約,限期改善件次,,
64,私立小育昇美語短期補習班延平分班,2010-12-15,桃園市延平路210號1-2樓,違規安親、私自增班、立案證書未懸掛、設班基金不符、未落實定型化契約,限期改善件次,,
65,私立小學堂美語短期補習班,2010-12-10,新屋鄉中正一街26巷7號1-4樓,違規安親、私自增班、立案證書未懸掛、未落實定型化契約,限期改善件次,,
66,私立祥恩美語短期補習班,2010-12-01,平鎮市新興路72號1樓,立案證書未懸掛,限期改善件次,,
67,私立普羅旺語文文理短期補習班,2010-12-01,平鎮市新興路88號1F、2F之1,違規安親,限期改善件次,,
68,私立生普文理短期補習班,2010-12-01,平鎮市新興路68號1樓,違規安、私自增班、立案證書未懸掛、收據不符規定、廣告招牌不符、未落實定型化契約,限期改善件次,,
69,私立普羅語文短期補習班,2010-11-24,桃園市永順街62號1至2樓,違規安親、私自增班、未見公共安全責任險,限期改善件次,,
