代號,補習班,班址,電話,立案文號,立案日期
62202108260002,臺南市私立決勝文理短期補習班,安南區總安街一段146巷118弄16號1-2樓,(06)3563920,南市教社字第1101099526號,2021-10-01
62202109030001,學必佳教育股份有限公司附設臺南市私立學必佳文理短期補習班,東區崇善路199號1-2樓,(06)2677378,南市教社字第1101108100號,2021-09-22
62202108180002,臺南市私立米立方文理短期補習班,歸仁區仁愛十街21號1-2樓、23號1-2樓,(06)2308155,南市教社字第1101016096號,2021-09-01
62202108090001,臺南市私立新時岱文理短期補習班,安平區怡平路362號1-2樓,(06)2976101,南市教社字第1100995099號,2021-08-26
62202107270002,臺南市私立智育文理短期補習班,歸仁區大吉街141號1-2樓,(06)2396847,南市教社字第1100919496號,2021-08-25
62202107270001,臺南市私立富學文理短期補習班,麻豆區文昌路19之5號1樓,(06)5713942,南市教社字第110919554號,2021-08-25
62202108150001,臺南市私立伯樂學學文理短期補習班,永康區永安路227號1-2樓,(06)2530059,南市教社字第1100997833號,2021-08-25
62202107230001,臺南市私立學塾文理短期補習班,安南區長溪路一段79號1-2樓,(06)2476911,南市教社字第1100969836號,2021-08-20
62202107220001,珈米文教事業有限公司附設臺南市私立珈米文理短期補習班,安平區怡平路107號1樓,(06)2997099,南市教社字第1100899230號,2021-08-19
62202107180001,臺南市私立雙安文理短期補習班,北區海安路三段155號1-2樓,(06)2586461,南市教社字第1100875020號,2021-08-13
62202107300001,臺南市私立常春藤文理技藝短期補習班,北區文成三路700號1-2樓,(06)2589698,南市教社字第1100920240號,2021-08-11
62202107080001,臺南市私立優生文理短期補習班仁德分班,仁德區中正路二段823號1-3樓、825號1-3樓,(06)2709960,南市教社字第1100857792號,2021-08-04
62202107080002,臺南市私立高名文理短期補習班海佃分班,安南區安富街135號1-2樓、137號1-2樓,(06)2590666,南市教社字第1100881278號,2021-08-02
62202107200001,一德興文教事業有限公司附設臺南市私立一德興文理短期補習班,東區裕農三街221號1-5樓,(06)3312248,南市教社字第1100888228號,2021-08-02
62202107090001,臺南市私立優力美文理短期補習班,東區崇學路105號1-2樓,(06)2601530,南市教社字第1100840485號,2021-07-15
62202106210001,臺南市私立友喬文理短期補習班,東區裕興街81號1-3樓、裕文路125號1-4樓,(06)3319027,南市教社字第1100771452號,2021-07-14
62202106220001,臺南市私立利合文理短期補習班,北區海安路三段902號1-2樓及夾層,(06)2511778,南市教社字第1100802281號,2021-07-14
62202106160001,臺南市私立遇見文理短期補習班,官田區勝利路67號1-2樓,(06)5795797,南市教社字第1100760977號,2021-07-13
62202106280001,明光後甲文教有限公司附設臺南市私立明光後甲文理短期補習班,東區東安路170號1-2樓,(06)2098181,南市教社字第1100807027號,2021-07-13
62202106180001,臺南市私立薪誠文理短期補習班,佳里區進學路182號1-2樓,(06)7228879,南市教社字第1100761828號,2021-07-07
62202106160002,臺南市私立崛起文理短期補習班,東區東成街182巷2弄22號1-2樓,(06)2693117,南市教社字第1100752093號,2021-06-25
62202105100001,臺南市私立思生活文理短期補習班,東區東安路76巷14號1樓,(06)2082474,南市教社字第1100743867號,2021-06-23
62202105130001,臺南市私立創馨文理短期補習班,安南區大安街666號1-2樓,(06)2559766,南市教社字第1100752247號,2021-06-23
62202105310001,臺南市私立方思文理短期補習班,永康區永大二路81號1-2樓,(06)2022228,南市教社字第1100743864號,2021-06-10
62202105130002,臺南市私立菲比文理短期補習班歸仁分班,歸仁區民權北路177號1-2樓,(06)2307682,南市教社字第1100619249號,2021-05-31
62202104270001,臺南市私立縱橋文理短期補習班,永康區東橋十街36號1-2樓,(06)20132021,南市教社字第1100594315號,2021-05-28
62202105200001,臺南市私立閱思文理短期補習班,北區海安路三段808號1-2樓,(06)2599919,南市教社字第1100675200號,2021-05-27
62202104200001,臺南市私立崑山華偉文理短期補習班,永康區永華路40號1-2樓,(06)2056420,南市教社字第1100530041號,2021-05-19
62202104070001,臺南市私立佳名文理短期補習班,安南區安和路三段113號1-2樓,(06)3569817,南市教社字第1100552264號,2021-05-12
62202104090001,臺南市私立維音文理短期補習班,安南區溪東一街66號1-2樓、68號1-2樓,(06)3500380,南市教社字第1100467708號,2021-04-30
62202103190001,臺南市私立雅姿技藝短期補習班,佳里區佳南路446號1-2樓,(06)7237369,南市教社字第1100430871號,2021-04-09
62202102170001,臺南市私立雄獅文理短期補習班,歸仁區民權北路171號1-2樓,(06)2309797,南市教社字第1100315042號,2021-04-01
62202102050001,臺南市私立安睿教育文理技藝短期補習班,北區海安路三段769號1-2樓、771號1樓,(06)3580225,南市教社字第1100223697號,2021-03-15
62202101220001,臺南市私立福瑞斯特文理短期補習班,安平區府平路144巷58之1號1樓,(06)2988292,南市教社字第1100297340號,2021-03-02
62202101220002,臺南市私立愛學坊文理短期補習班,佳里區安南路480號1-2樓,(06)7236637,南市教社字第1100188810號,2021-02-25
62202012290001,臺南市私立陽光文理短期補習班,善化區善新大道133號1樓,(06)5831038,南市教社字第1091606226號,2021-01-29
62202101140001,臺南市私立小金仁文理短期補習班,歸仁區民權北路161號1-2樓,(06)3386398,"南市教社字第1100108289 號",2021-01-14
62202011100001,臺南市私立大地文理短期補習班,歸仁區大順街107號1-4樓,06-2304247,教社字第1091381054號,2021-01-08
62202012170002,臺南市私立瑩政文理短期補習班,南區明興路1285巷30弄13號1-2樓,(06)2964088,南市教社字第1091551891號,2021-01-06
62202101040001,臺南市私立優範生文理短期補習班,安平區光州六街78號1-2樓,(06)2998400,南市教社字第1100065681號,2021-01-04
62202012070001,臺南市私立興成文理短期補習班,東區裕農三街215號1-2樓,(06)3314666,南市教社字第1091497931號,2020-12-31
62202012010001,臺南市私立瑞思文理短期補習班,東區東門路二段290號1-2樓,(06)2600086,南市教社字第1091470277號,2020-12-30
62202011300001,臺南市私立巧輝技藝短期補習班,東區崇善路211號1-2樓,(06)2908453,南市教社字第1091464298號,2020-12-30
62202011180001,臺南市私立尚育文理短期補習班,永康區大灣路390號2樓,(06)2714387,南市教社字第1091416899號,2020-12-29
62202011090001,臺南市私立天子小學堂文理短期補習班,永康區大橋三街229之4號1-2樓,(06)3020855,南市教社字第1091376086號,2020-12-29
62202011050001,威爾森文教事業股份有限公司附設臺南市私立威佃文理短期補習班,安南區溪東一街46號1-4樓,(06)3589721,南市教社字第1091358431號,2020-11-23
62202011180002,臺南市私立翔晟文理短期補習班,學甲區信義路67號1樓,(06)7820168,南市教社字第1091415619號,2020-11-18
62202010230001,臺南市私立閱聽英語讀書館文理短期補習班,新化區崙子頂396-3號1-2樓,(06)5981733,南市社字第1091303089號,2020-11-17
62202010270001,臺南市私立精英學堂文理短期補習班,新市區信義街19之3號1-2樓,0972331989,南市教社字第1091315119號,2020-11-13
62202009230001,臺南市私立平和文理短期補習班,東區裕文路97號2-4樓,(06)3311014,南市教社字第1091179506號,2020-09-30
62202009100001,臺南市私立家家豪文理短期補習班,永康區國光五街13號1樓,(06)2719572,南市教社字第1091120958號,2020-09-21
62202009090001,臺南市私立送報伕文學文理短期補習班,東區崇學路142巷15號1-2樓,(06)2906995,南市教社字第1091113040號,2020-09-17
62202009140001,臺南市私立莘禾文理短期補習班,仁德區德南路22巷20號1-2樓,(06)2706892,南市教社字第1091130487號,2020-09-14
62202008250001,誠平文教有限公司附設臺南市私立誠平文理短期補習班,東區崇明路589-2號1-2樓,(06)2908538,南市教社字第1091046688號,2020-09-11
62202008070001,臺南市私立優數珠心算文理短期補習班,東區東興路157號1-2樓,(06)2757457,南市教社字第1090971233號,2020-08-13
62202008040002,臺南市私立洪夫子文理短期補習班,北區西門路三段205號1-2樓,(06)2501798,南市教社字第1090949915號,2020-08-12
62202006200001,臺南市私立庫博美語文理短期補習班,歸仁區文化街二段107號1-2樓,(06)2397426,教社字第1090762454號,2020-08-04
62202008040001,臺南市私立巧智文理短期補習班,安平區建平十一街74號1-4樓,(06)2984545,南市教社字第1090944178號,2020-08-04
62202007280001,接棒科技股份有限公司附設臺南市私立接棒程式設計學院文理短期補習班,東區崇賢三路2號1樓,(06)2672398,南市教社字第1090921694號,2020-08-04
62202007090001,臺南市私立曼哈頓文理技藝短期補習班,北區臨安路二段266號1-2樓,(06)3580378,南市教社字第1090837531號,2020-07-20
62202006100001,台灣知識庫股份有限公司附設臺南市私立大碩洋碩甄戰文理短期補習班,北區公園路145號1-3樓、147號1-3樓,(06)2231977,南市教社字第1090713840號,2020-07-20
62202007130001,臺南市私立喬文文理短期補習班,中西區大新街21巷2號1樓、22巷4號1-2樓,(06)2112366,教社字第1090849947號,2020-07-13
62202007030001,臺南市私立冠林文理短期補習班,善化區大成路292號1-2樓,(06)5851807,"南市教社字第1090808512 號",2020-07-13
62202007030002,臺南市私立求知國際教育文理技藝短期補習班,永康區大橋三街134號1-2樓,(06)3035286,南市教社字第1090808635號,2020-07-03
62202007010001,臺南市私立樂群文理短期補習班,麻豆區和平路60號1-2樓,(06)5726060,南市教社字第1090797361號,2020-07-01
62202006080001,臺南市私立見樹文理短期補習班,中西區南門路241之3號1-2樓,(06)2136036,南市教社字第1090722813號,2020-06-17
62202006110001,臺南市私立劍聲文理技藝短期補習班,東區榮譽街95號4樓,(06)2908872,南市教社字第1090718684號,2020-06-17
62202006150001,臺南市私立辰揚文理短期補習班,學甲區濟生路235號1-2樓,(06)7837565,南市教社字第1090732122號,2020-06-15
62202006020001,臺南市私立立呈文理短期補習班,安南區安富街31號1-2樓、33號1-2樓,(06)2808855,南市教社字第1090675806號,2020-06-03
62202005060001,臺南市私立金山文理短期補習班,中西區健康路一段322-1號1-2樓,(06)2146936,南市教社字第1090564256號,2020-05-28
62202005140001,臺南市私立宏光文理短期補習班,東區崇學路76號1-2樓,(06)2900058,南市教社字第1090597256號,2020-05-19
62202005110001,享學趣文教有限公司附設臺南市私立復裕趣文理技藝短期補習班,東區裕文路208號1-2樓、210號1-2樓,(06)3319588,南市教社字第1090560193號,2020-05-15
62202004220001,臺南市私立實驗字文理短期補習班,東區裕興街235號1-2樓,(06)3316027,南市教社字第1090496258號,2020-05-05
62202004230001,臺南市私立意文文理短期補習班,安南區北安路四段548巷63號1-2樓,(06)3562952,南市教社字第1090508902號,2020-04-28
62202004150001,臺南市私立思與明文理短期補習班,安定區港子尾15之8號1-2樓,(06)5921468,南市教社字第1090476488號,2020-04-24
62202004120001,臺南市私立和順文理短期補習班,安南區北安路四段548巷102號1-2樓,(06)3556873,南市教社字第1090460025號,2020-04-20
62202004070001,臺南市私立高頓文理短期補習班,永康區東橋三路470號1-2樓,(06)3035650,南市教社字第1090460043號,2020-04-17
62202003310001,臺南市私立蘇博專業學苑文理短期補習班,佳里區同安寮44之29號1-2樓,(06)7220194,南市教社字第1090416820號,2020-03-31
62202003250001,臺南市私立新育光文理短期補習班,南區西門路一段309巷17號1-2樓,(06)2229381,南市教社字第1090395451號,2020-03-30
62202003120001,臺南市私立優客文理短期補習班,善化區陽光三路66號1-2樓、88號1-2樓,(06)5856312,南市教社字第1090342046號,2020-03-20
62202003090002,金愛家教育科技股份有限公司附設臺南市私立頂峰文理短期補習班,東區裕學路16號1-2樓,(06)2892200,南市教社字第1090323785號,2020-03-13
62202003090001,臺南市私立金牌文理短期補習班裕學分班,東區裕學路18號1-2樓,(06)2895500,南市教社字第1090324154號,2020-03-13
62202003060001,臺南市私立新中央文理短期補習班,北區文成二路390號1-2樓,(06)2515858,南市教社字第1090313786號,2020-03-06
62202003030001,杏薪教育科技股份有限公司附設臺南市私立騏瑞文理短期補習班,安平區怡平路336號1-2樓,(06)2991937,南市教社字第1090273060號,2020-03-03
62202002100001,臺南市私立研禧文理短期補習班,善化區陽光三路232巷2號1-2樓,(06)5853742,南市教社字第1090233093號,2020-02-21
